CHG DESCRIPTION,CHG AMT
STENT JOSTENT GRAFTMASTER,"10,179.00 "
STENT CORDIS GENESIS TRAN,"3,308.00 "
PALMAZ GENESIS 10X59X80,"3,591.00 "
STENT PALMAZ GENESIS TRAN,"3,591.00 "
STENT J&J 5MMX480MMX120MM,"2,970.00 "
STENT BIL 10MMX29MM,"3,366.00 "
STENT GENESIS 7X29MM 135C,"3,591.00 "
STENT SMART FLEX 7MMX1,"2,970.00 "
STENT TRANSHEPATIC BILIAR,"3,591.00 "
STENT PRECISE 8.0MMX30MMX,"6,367.00 "
STENT LIFESTENT XL 6X100X,"9,350.00 "
STENT PALMAZ BLUE .018,"3,591.00 "
SMART STENT BILIARY 6FRX1,"4,612.00 "
STENT LIFESTENT 6X60X130,"7,438.00 "
STENT LUNINEXX 8MMX40MM,"6,796.00 "
VALERO STENT 10X36X80MM,"5,525.00 "
STENT LIFESTENT 6X200 6F,"15,279.00 "
STENT LEFESTENT XL 6X120,"10,200.00 "
STENT EV3 BILIARY VISI-PR,"4,510.00 "
STENT BILIARY VALEO 8X56X,"5,525.00 "
STENT LIFESTENT 5MM80MM13,"8,925.00 "
STENT LIFESTENT 5MM100MM1,"9,350.00 "
STENT LIFESTENT 5MM150MM1,"13,579.00 "
STENT LIFESTENT 6MM60MM13,"7,438.00 "
STENT LIFESTENT 6MM80MM13,"8,925.00 "
STENT LIFESTENT 6MM150MM1,"13,579.00 "
STENT LIFESTENT 7MM40MM13,"7,969.00 "
STENT LIFESTENT 7MM100MM1,"10,179.00 "
STENT LIFESTENT 7MM150MM1,"13,579.00 "
STENT LIFESTENT 7MM200MM1,"15,279.00 "
STENT E-LUMINEXX 8X60X80,"6,796.00 "
STENT E-LUMINEXX 8X80X80,"8,921.00 "
STENT E-LUMINEXX 10X40X80,"6,796.00 "
STENT E-LUMINEXX 10X60X80,"6,796.00 "
STENT E-LUMINEXX 10X80X80,"8,921.00 "
STENT PALMAZ GENESIS DELI,"3,591.00 "
STENT LUMINEXX BILIARY 8,"6,992.00 "
STENT LUMINEXX BILIARY 8,"8,071.00 "
STENT LUMINEXX BILIARY 8,"8,921.00 "
STENT LUMINEXX BILIARY 9,"7,417.00 "
STENT LUMINEXX BILIARY 10,"5,100.00 "
STENT LUMINEXX BILIARY 9,"7,221.00 "
STENT LUMINEXX BILIARY,"7,221.00 "
STENT LUMINEXX BILIARY 10,"7,417.00 "
STENT LUMINEXX BILIARY 8,"8,496.00 "
STENT LUMINEXX BILIARY 10,"8,692.00 "
STENT SMART CONTROL ENDOV,"3,150.00 "
STENT SMART CONTROL 8X80,"2,970.00 "
STENT SMART 120 BILIARY,"4,612.00 "
STENT SMART 120 BILIARY 7,"4,739.00 "
SMART STENT CONTROL ILIAC,"2,970.00 "
SMART STENT BILIARY 7FR,"3,713.00 "
STENT SMART BILIARY 7X100,"4,612.00 "
MINI-VISION STENT RX 2.5X,"5,313.00 "
STENT PRECISE NITINOL 5X4,"9,117.00 "
STENT NITINOL 6FR 7X30 12,"5,943.00 "
STENT GENESIS BILIARY 7FR,"3,366.00 "
SDS GENESIS AVIATOR 5.5X1,"5,454.00 "
STENT SMART 7 X 40 X 120,"2,970.00 "
STENT SMART BILIARY 8X80X,"4,361.00 "
STENT SMART CONTROL NITIN,"4,361.00 "
STENT SMART TRANSHEPAT BI,"4,612.00 "
SMART CONTROL ILIAC 10X40,"2,970.00 "
SMART CONTROL ILIAC 6X60,"2,970.00 "
STENT SMART ILIAC 6FR 8X8,"6,682.00 "
STENT GENESIS 7X29MM 80CM,"3,366.00 "
STENT SMART ILIAC 6FR 7X3,"2,970.00 "
STENT SMART ILIAC 6FR,"2,970.00 "
STENT SMART ILIAC 6FR 7X6,"2,970.00 "
STENT SMART BILIARY 10X80,"2,970.00 "
STENT SMART BILIARY 7FR,"6,205.00 "
STENT SMART 8X10,"2,970.00 "
MEDTRONIC STENT GRAFT ILI,"15,243.00 "
SMART STENT 7X80X120CM,"3,631.00 "
STENT SMART 150 BILIARY,"4,675.00 "
STENT BILIARY PALMAZ 9X39,"3,624.00 "
SMART CONTROL ILIAC STENT,"2,970.00 "
STENT SMART BIL 7FR 14X40,"3,713.00 "
SMART CONTROL NITINOL STE,"2,970.00 "
PROTEGE EVERFLEX BIL 6FR,"5,258.00 "
PROTEGE GPS SLF 10-20-80,"5,258.00 "
PROTEGE GPS SELF 09-20-80,"5,258.00 "
PROTEGE EVERFLEX BILIARY,"5,258.00 "
PROTEGE GPS SLF EXPNDNG S,"5,258.00 "
PROTEGE GPS SELF EXPANDIN,"5,258.00 "
PROTEGE GPS SELF 9X40X80,"5,258.00 "
PROTEGE GPS STENT 12X60MM,"5,258.00 "
PROTEGE GPS SELF EXPANDIN,"5,258.00 "
PROTEGE EVERFLEX BILIARY,"5,258.00 "
PROTEGE EVERFLEX BILIARY,"5,258.00 "
PROTEGE EVERFLEX BILIARY,"5,258.00 "
PROTEGE EVERFLEX BILIARY,"6,567.00 "
PROTEGE EVERFLEX BILIARY,"5,258.00 "
PROTEGE EVERFLEX BILIARY,"6,783.00 "
STENT VISI-PRO EXPND 7X37,"4,365.00 "
STENT CORDIS PALMAZ BLUE,"3,591.00 "
STENT CORDIS PALMAZ BLUE,"3,591.00 "
STENT CORDIS TRANSHEPATIC,"3,825.00 "
PROTEGE GPS SELF EXPANDIN,"5,258.00 "
STENT 7.0MMX39MMX80CM,"3,366.00 "
STENT J&J SMART FLEX 60X8,"2,970.00 "
STENT BIL GENESIS OPTA PR,"3,366.00 "
STENT SMART 7MM X 150MM,"4,612.00 "
STENT J&J SMART FLEX 6.0X,"4,675.00 "
STENT J&J SMART FLEX 5MMX,"2,970.00 "
STENT J&J BIL CORDIS OPTA,"3,366.00 "
STENT J&J BIL CORDIS OPTA,"3,366.00 "
SMART FLEX BIL STENT5X100,"2,970.00 "
STENT J&J SMART 5X100X120,"2,970.00 "
STENT J&J BIL CORDIS OPTA,"3,591.00 "
STENT J&J CORDIS PALMAZ,"3,308.00 "
CATH BALL J&J CORDIS 6.0M,"4,050.00 "
CATH BALL J&J CORDIS 5.0,"4,500.00 "
CATH BALL CORDIS CHOC OTW,"4,500.00 "
STENT J&J 7MMX600MMX120MM,"2,970.00 "
STENT J&J TRANSHEPATIC BI,"3,366.00 "
STENT J&J CORDIS PALMAZ B,"3,591.00 "
STENT J&J CORDIS PALMAZ B,"3,591.00 "
CATH BALL CORDIS CHOC OTW,"4,050.00 "
WALLFLEX COLONIC STENT 25,"11,029.00 "
WALLFLEX COLONIC STENT 25,"11,029.00 "
BILIARY WALL STENT 10X60M,"7,504.00 "
BIL WALL STENT UNCOV10X60,"7,438.00 "
BIL WALL STENT UNCOV10X80,"7,438.00 "
STENT WALLFLEX COLONIC,"11,029.00 "
BMS STENT GENESIS 7X24X80,"3,600.00 "
BMS STENT GENESIS 7X39X80,"3,366.00 "
BMS STENT GENESIS 7X29X80,"3,366.00 "
STENT GENESIS 8X29MM 80CM,"4,133.00 "
STENT BLUE/AVIATOR 5X18X1,"5,642.00 "
STENT BLUE/AVIATOR 6X15X1,"5,642.00 "
STENT SMART 7X40X120,"5,943.00 "
BMS STENT SMART 7MMX120MM,"4,675.00 "
STENT PROTEGE EVERFLEX BI,"5,258.00 "
PROTEGE EVERFLEX BIL STEN,"5,629.00 "
STENT PROTEGE EVERFLEX BI,"6,503.00 "
BMS STENT RX 3.0X12MM,"2,700.00 "
BMS STENT RX 3.8X18MM,"2,700.00 "
BMS STENT VERIFLEX OTW,"3,150.00 "
BMS STENT VERIFLEX 4.5X32,"2,700.00 "
VERIFLEX BARE METAL STENT,"2,543.00 "
VERIFLEX BARE METAL STENT,"2,543.00 "
VERIFLEX BARE METAL STENT,"2,543.00 "
VERIFLEX BARE METAL STENT,"2,700.00 "
VERIFLEX BARE METAL STENT,"2,543.00 "
BERIFLEX BARE METAL STENT,"2,543.00 "
STENT VERIFLEX5.0MMX32MM,"2,700.00 "
STENT VERIFLEX5.0MMX28MM,"3,150.00 "
BMS STENT VERIFLEX 5.0X24,"2,700.00 "
BMS STENT VERIFLEX 5.0X20,"3,150.00 "
BMS STENT VERIFLEX 5.0X16,"2,700.00 "
BMS STENT VERIFLEX 5.0X12,"2,700.00 "
STENT VERIFLEX4.5MMX32MM,"3,150.00 "
STENT VERIFLEX4.5MMX24MM,"2,700.00 "
STENT VERIFLEX4.5MMX20MM,"3,150.00 "
STENT VERIFLEX 4.5X16MM,"2,543.00 "
STENT VERIFLEX4.5MMX12MM,"2,700.00 "
VERIFLEX BARE 4.5X28MM,"2,543.00 "
VERIFLEX BARE 4.5X24MM,"2,543.00 "
VERIFLEX BARE 4.5X20MM,"2,543.00 "
VERIFLEX BARE 4.5X16MM,"2,543.00 "
VERIFLEX BARE 4.5X12MM,"2,543.00 "
STENT INTEGRITY BARE META,"2,925.00 "
STENT MICRODRIVER BARE3.5,"2,700.00 "
STENT MICRODRIVER2.25X12M,"2,925.00 "
STENT MICRODRIVER2.25X14M,"2,408.00 "
INTEGRITY BARE METAL STEN,"3,578.00 "
STENT MICRODRIVER2.5X12MM,"2,925.00 "
STENT MICRODRIVE 2.5X14MM,"2,925.00 "
STENT MICRODRIVER2.5X18MM,"2,400.00 "
STENT MICRODRIVER2.75X8MM,"2,925.00 "
STENT MICRODRIVE 2.75X12M,"2,700.00 "
STENT MICRODRIVE 2.75X14M,"2,925.00 "
STENT MICRODRIVER2.75X18M,"2,925.00 "
STENT MICRODRIVE 3.0X15MM,"2,700.00 "
STENT MICRODRIVER 3.5X9MM,"1,987.00 "
STENT MICRODRIVER3.5X12MM,"2,925.00 "
STENT MICRODRIVER3.5X18MM,"3,578.00 "
INTEGRITY BARE METAL STEN,"2,925.00 "
ABBOTT MINI OTW 2.0X8MM,"4,050.00 "
ABBOTT MINI OTW 2.0X12MM,"4,050.00 "
ABBOTT MINI OTW 2.0X15MM,"4,050.00 "
ABBOTT MINI OTW 2.0X18MM,"4,050.00 "
ABBOTT MINI OTW 2.0X23MM,"4,050.00 "
ABBOTT MINI OTW 2.0X28MM,"4,050.00 "
ABBOTT MINI OTW 2.25X08MM,"4,050.00 "
ABBOTT MINI OTW 2.25X12MM,"4,050.00 "
ABBOTT MINI OTW 2.25X15MM,"4,050.00 "
ABBOTT MINI OTW 2.25X18MM,"4,050.00 "
ABBOTT MINI OTW 2.25X23MM,"4,050.00 "
ABBOTT MINI OTW 2.25X28MM,"4,050.00 "
ABBOTT MINI OTW 2.5X08MM,"4,050.00 "
ABBOTT MINI OTW 2.5X12MM,"4,050.00 "
ABBOTT MINI OTW 2.5X15MM,"4,050.00 "
ABBOTT MINI OTW 2.5X18MM,"4,050.00 "
ABBOTT MINI OTW 2.5X23MM,"4,050.00 "
ABBOTT MINI OTW 2.5X28MM,"4,050.00 "
ABBOTT MINI VIS 2.5X28MM,"4,050.00 "
ABBOTT MINI VIS 2.5X23MM,"4,050.00 "
ABBOTT MINI VIS 2.5X18MM,"4,050.00 "
ABBOTT MINI VIS 2.5X15MM,"4,050.00 "
ABBOTT MINI VIS 2.5X12MM,"4,050.00 "
ABBOTT MINI VIS 2.5X08MM,"4,050.00 "
ABBOTT MINI VIS 2.25X28MM,"4,050.00 "
ABBOTT MINI VIS 2.25X23MM,"4,050.00 "
ABBOTT MINI VIS 2.25X18MM,"4,050.00 "
ABBOTT MINI VIS 2.25X15MM,"4,050.00 "
ABBOTT MINI VIS 2.25X12MM,"4,050.00 "
ABBOTT MINI VIS 2.25X08MM,"4,050.00 "
ABBOTT MINI VIS 2.75X08MM,"4,050.00 "
ABBOTT MINI VIS 2.75X12MM,"4,050.00 "
ABBOTT MINI VIS 2.75X15MM,"4,050.00 "
ABBOTT MINI VIS 2.75X18MM,"4,050.00 "
ABBOTT MINI VIS 2.75X23MM,"4,050.00 "
ABBOTT MINI VIS 2.75X28MM,"4,050.00 "
ABBOTT MINI VIS 3.00X08MM,"4,050.00 "
ABBOTT MINI VIS 3.00X12MM,"4,050.00 "
ABBOTT MINI VIS 3.00X15MM,"4,050.00 "
ABBOTT MINI VIS 3.00X18MM,"4,050.00 "
ABBOTT MINI VIS 3.00X23MM,"4,050.00 "
ABBOTT MINI VIS 3.00X28MM,"4,050.00 "
ABBOTT MINI VIS 3.50X08MM,"4,050.00 "
ABBOTT MINI VIS 3.50X12MM,"4,050.00 "
ABBOTT MINI VIS 3.50X15MM,"4,050.00 "
ABBOTT MINI VIS 3.50X18MM,"4,050.00 "
ABBOTT MINI VIS 3.50X23MM,"4,050.00 "
ABBOTT MINI VIS 3.50X28MM,"4,050.00 "
ABBOTT MINI VIS 4.0X08MM,"4,050.00 "
ABBOTT MINI VIS 4.0X12MM,"4,050.00 "
ABBOTT MINI VIS 4.0X15MM,"4,050.00 "
ABBOTT MINI VIS 4.0X18MM,"4,050.00 "
ABBOTT MINI VIS 4.0X23MM,"4,050.00 "
ABBOTT MINI VIS 4.0X28MM,"4,050.00 "
ABBOTT MINI VIS 2.75X08MM,"4,050.00 "
ABBOTT MINI VIS 2.75X12MM,"4,050.00 "
ABBOTT MINI VIS 2.75X15MM,"4,050.00 "
ABBOTT MINI VIS 2.75X18MM,"4,050.00 "
ABBOTT MINI VIS 2.75X23MM,"4,050.00 "
ABBOTT MINI VIS 2.75X28MM,"4,050.00 "
ABBOTT MINI VIS 3.0X08MM,"4,050.00 "
ABBOTT MINI VIS 3.0X12MM,"4,050.00 "
ABBOTT MINI VIS 3.00X15MM,"4,050.00 "
ABBOTT MINI VIS 3.00X18MM,"4,050.00 "
ABBOTT MINI VIS 3.00X23MM,"4,050.00 "
ABBOTT MINI VIS 3.00X28MM,"4,050.00 "
ABBOTT MINI VIS 3.50X08MM,"4,050.00 "
ABBOTT MINI VIS 3.50X12MM,"4,050.00 "
ABBOTT MINI VIS 3.50X15MM,"4,050.00 "
ABBOTT MINI VIS 3.5X18MM,"4,050.00 "
ABBOTT MINI VIS 3.5X23MM,"4,050.00 "
ABBOTT MINI VIS 3.5X28MM,"4,050.00 "
ABBOTT MINI VIS 4.00X08MM,"4,050.00 "
ABBOTT MINI VIS 4.00X12MM,"4,050.00 "
ABBOTT MINI VIS 4.00X15MM,"4,050.00 "
ABBOTT MINI VIS 4.00X18MM,"4,050.00 "
ABBOTT MINI VIS 4.00X23MM,"4,050.00 "
ABBOTT MINI VIS 4.00X28MM,"4,050.00 "
ABBOTT MINI VISION BMS RX,"4,050.00 "
ABBOTT MINI VISION BMS,"4,050.00 "
INTEGRITY BARE METAL STEN,"2,925.00 "
INTEGRITY BMS ST 3.0X26MM,"3,578.00 "
INTEGRITY BARE METAL 3.5X,"3,578.00 "
INTEGRITY BARE METAL 3.5X,"3,578.00 "
INTEGRITY BARE RX2.25X22M,"3,578.00 "
INTEGRITY BARE RX2.25X26M,"3,578.00 "
INTEGRITY BARE RX2.5X22MM,"3,578.00 "
INTEGRITY BARE RX2.5X26MM,"2,925.00 "
INTEGRITY BARE RX2.75X22M,"2,925.00 "
INTEGRITY BARE RX2.75X26M,"3,578.00 "
STENT INTEGRITY BM 3.0X26,"2,408.00 "
INTEGRITY BARE RX3.5X22MM,"2,700.00 "
INTEGRITY BARE RX4.0X22MM,"3,578.00 "
INTEGRITY BARE 4.0X26MM,"3,578.00 "
INTEGRITY BARE 2.25X22MM,"3,578.00 "
INTEGRITY BARE 2.25X26MM,"3,578.00 "
INTEGRITY BARE 2.5X22MM,"3,578.00 "
INTEGRITY BARE 2.5X26MM,"3,578.00 "
INTEGRITY BARE 2.75X22MM,"3,578.00 "
INTEGRITY BARE 2.75X26MM,"3,578.00 "
INTEGRITY BARE 3.0X22MM,"3,578.00 "
INTEGRITY BARE 3.0X26MM,"3,578.00 "
INTEGRITY BARE 3.5X22MM,"3,578.00 "
INTEGRITY BARE 3.5X26MM,"3,578.00 "
INTEGRITY BARE 4.0X22MM,"3,578.00 "
INTEGRITY BARE 40.0X30MM,"3,578.00 "
GENESIS STENT 7MMX15MMX8C,"3,366.00 "
7MMX30MMX120CM SMART STEN,"2,970.00 "
STENT GENESIS 9MMX29MMX80,"3,366.00 "
BARE METAL STENT 4.5X13MM,"2,250.00 "
BARE METAL STENT 4.5X18MM,"2,250.00 "
BARE METAL STENT 4.5X28MM,"2,250.00 "
BARE METAL STENT 5.0X13MM,"2,250.00 "
BARE METAL STENT 5.0X18MM,"2,250.00 "
BARE METAL STENT 5.0X28MM,"2,250.00 "
STENT SMART CONTROL 6X60X,"2,970.00 "
SDS GENESIS 6X39MM 80CM P,"5,159.00 "
STENT GENESIS 8X24MM 80CM,"4,604.00 "
SDS GENESIS 7X24 135CM PR,"4,604.00 "
SDS GENESIS 7X29 135CM PR,"4,974.00 "
SDS GENESIS 8X24 135CM PR,"4,604.00 "
SDS GENESIS 8X29 135CM PR,"4,974.00 "
STENT LUMINEXX BILIARY 10,"6,371.00 "
STENT SMART BILIARY SDS 8,"2,970.00 "
STENT SMART BILIARY SDS 1,"3,426.00 "
STENT SDS GENESIS 15X15MM,"4,530.00 "
STENT SDS GENESIS 15X60MM,"3,366.00 "
STENT SDS SMART NITINOL 6,"4,114.00 "
STENT SMART BILIARY 7X040,"5,943.00 "
STENT SMART CONTROL 8X80,"5,895.00 "
STENT GENESIS 7X29MM 80CM,"4,974.00 "
STENT GENESIS 8X29MM 80CM,"4,974.00 "
SDS GENESIS 9X19MM 135CM,"4,763.00 "
SDS GENESIS 7X39MM 80CM P,"3,366.00 "
SDS GENESIS 5X29MM 80CM P,"5,145.00 "
STENT GENESIS 8X18MM 80CM,"4,530.00 "
STENT SMART BILIARY 10X08,"4,114.00 "
STENT SDS GENESIS 8X39MM,"5,159.00 "
STENT GENESIS 5X18MM 80CM,"3,366.00 "
SDS GENESIS 18X6 80CM PRO,"3,366.00 "
SDS GENESIS 24X60 80CM PR,"3,366.00 "
SDS GENESIS 7X18 80CM PRO,"4,530.00 "
SDS GENESIS 7X24 80CM PRO,"4,604.00 "
STENT SMART 12X40X80,"3,713.00 "
STENT SMART 14X40X80,"3,713.00 "
STENT LUMINEXX BILIARY 6F,"4,697.00 "
STENT SDS SMART NITINOL 7,"7,135.00 "
STENT SMART BILIARY 6X040,"5,943.00 "
STENT SMART BILIARY 7FR,"3,713.00 "
STENT SDS GENESIS 9X39,"5,159.00 "
GENESIS STENT 6X12X80,"3,366.00 "
STENT SMART BILIARY 7X100,"7,496.00 "
STENT SMART 7 X 30 X 120,"5,895.00 "
STENT SMART 10 X 60 X80CM,"5,895.00 "
STENT SMART 14X30X80CM,"6,205.00 "
STENT SMART 120 BILIARY,"4,612.00 "
STENT PROTEGE 35X7X150X12,"7,714.00 "
LIFE STENT 6MM X 170,"14,855.00 "
LIFE STENT VASCULAR 6X150,"13,580.00 "
STENT VISI PRO BILIARY,"4,365.00 "
SMART TRANSHEPATIC 6X150,"4,612.00 "
PROTEGE GPS STENT 12X60MM,"5,258.00 "
PROTEGE GPS STENT 12X80X8,"5,258.00 "
PROTEGE GPS STENT 10-40-8,"5,258.00 "
PROTEGE GPS STENT 9-60-80,"5,258.00 "
PROTEGE GPS STENT 10-80-8,"5,629.00 "
PROTEGE GPS STENT 12-40-8,"5,258.00 "
PROTEGE GPS STENT 14-40-8,"5,258.00 "
PROTEGE GPS STENT 14-80-8,"5,258.00 "
LIFE STENT VASC 6MMX200MM,"15,280.00 "
LIFE STENT VASC 7MMX200MM,"15,280.00 "
STEND CORDIS BLUE 6X15X80,"3,591.00 "
STENT BILIARY SMART 14X80,"3,713.00 "
SMART STENT BILIARY 7FR,"3,713.00 "
SMART STENT BIL 7FR 14X16,"3,713.00 "
STENT SILVER 635 14X80MM,"5,207.00 "
STENT SMART 7 X 4 X 120,"5,058.00 "
STENT SMART CONTROL ILIAC,"2,970.00 "
STENT PALMAZ GENESIS TRAN,"3,353.00 "
STENT PALMAZ BLUE STENT,"3,591.00 "
STENT PALMAZ GENESIS 19MM,"3,366.00 "
HEARTRAIL III 6FR 3.5 LT,416.00 
HEARTRAIL III 6FR 4.0 LT,416.00 
HEARTRAIL III 6FR 4.5 LT,362.00 
HEARTRAIL III 6FR 1.0 RT,416.00 
HEARTRAIL III 6FR 1.5 RT,416.00 
HEARTRAIL III 6FR 4.0,416.00 
VENA CAVA FILTER OPT EASE,"3,443.00 "
VENA CAVA FILTER TRAPEASE,"2,970.00 "
VENA CAVA FILTER TRAP EAS,"2,970.00 "
TULIP IVC FILTER JUGULAR,"4,050.00 "
TULIP IVC FILTER UNIVERSA,"4,311.00 "
TULIP IVC FILTER FEMORAL,"4,050.00 "
VENA CAVA FILTER ANGIOTEC,"4,388.00 "
CELECT PLATINUM IVC FILTE,"6,418.00 "
CELECT PLATINUM VENA CAVA,"6,418.00 "
DENALI VENA CAVA FILTER J,"4,163.00 "
DENALI VENA CAVA FILTER F,"4,500.00 "
DEFIBR ICD OTHER MEDTRONI,"53,693.00 "
CD3557-40Q CELL UNIFYASSU,"44,746.00 "
CRT-D DTBA1D4 VIVA XT IS1,"57,291.00 "
ICD DYNAGEN X4 CRT-D IS-1,"48,330.00 "
DYNAGEN CRT-D G150,"36,248.00 "
DYNAGEN X4 CRT-D IS-1 DF-,"36,248.00 "
DEFIB AMPLIA MRI CRTD,"41,963.00 "
DEFIB INOGEN X4 CRT-D,"53,655.00 "
VIGILANT X4 CRT-D IS-1,"40,748.00 "
RESONATE CRTD X4 IS4 DF4,"41,873.00 "
VIGILANT CRTD X4 IS4 DF4,"40,748.00 "
MOMENTUM CRTD X4 IS4 DF1,"41,873.00 "
MOMENTUM CRTD IS-1 DF-4,"41,873.00 "
MOMENTUM CRTD IS-1 DF-1,"41,873.00 "
MOMENTUM CRTD LV-1,"41,873.00 "
ASSURA ICD U PR UNIFY,"34,967.00 "
LEAD ADAPTER,234.00 
ST JUDE NEURO EXT 30CM,"4,028.00 "
INGEVITY ACTIVE FIX LEAD,"1,809.00 "
LEAD PACE TRANSV URE,"1,845.00 "
SPIDER FX 3MMX320,"6,779.00 "
SPIDER FX 6MMX320MM EMBOL,"6,630.00 "
AZUR HELICAL HYDROCO 6X15,"5,772.00 "
AZUR HELICAL HYDROCO 4X15,"5,772.00 "
AZUR HELICAL HYDROC 10X20,"6,184.00 "
AZUR HELICAL HYDROC 12X15,"5,772.00 "
HALO ABLATION CATH 90-930,"6,099.00 "
CATH SEEKER .035X90,957.00 
CATH SEEKER CROSSOVER SUP,510.00 
USHER SUPPORT CATHETER AN,"2,327.00 "
USHER SUPPORT CATH STRAIG,"2,327.00 "
USHER SUPPORT CATH STRAIG,"2,327.00 "
CATH SEEKER .035-135 SK13,510.00 
CATH SEEKER .018-135,510.00 
STENT PALMAZ GENESIS 29MM,"3,366.00 "
CATHETER GUID VISTA BRITE,421.00 
CATH MICRO RENEGADE 3FR,"1,737.00 "
CATH MICRO RENEGADE 130,"1,737.00 "
TRAILBLAZER CATH .035X90C,676.00 
TRAILBLAZER CATH .035X135,676.00 
CATH ATTAIN COMMAND DELIV,"1,020.00 "
CATH HOCKEY STICK 4FR 65C,84.00 
PROGREAT MICRO CATH 2.8FR,"2,672.00 "
MICROCATHETER CANATA 2.5,"1,479.00 "
CATH RAQUET S.V. 4FRX90CM,124.00 
TRAILBLAZER CATH .035X90C,"2,508.00 "
CATH BALL CORDIS CHOC 3.5,"4,050.00 "
CATH BALL J&J CORDIS CHOC,"4,050.00 "
CATH PROGREAT MCPB2413Y,"1,622.00 "
CATH GUIDING IM 6FR 55CM,251.00 
CATH IM GUIDING 6FR .070,334.00 
CATH VENTURE WIRE CONTROL,"2,925.00 "
CATH RENAL DOUBLE CURVE 7,337.00 
CATH GUIDE SHERPA NX EBU,213.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
VISTA BRITE TIP MPA-1,200.00 
CATH SHERPA NX BALANCED G,213.00 
CATH SHERPA GUIDE BALANCE,213.00 
CATH GUIDE SHERPA NX BALA,213.00 
VISTA BRITE TIP GUIDE CAT,200.00 
VISTA BRITE TIP JR4SH GUI,200.00 
CATH GUIDE LAUNCHER EBU,213.00 
CATH SHERPA NX BALANCED S,213.00 
CATH VISTA BRITE TIP GUID,224.00 
CATH VISTA BRITE TIP GUID,224.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,246.00 
CATH VISTA BRITE TIP GUID,200.00 
VISTA BRITE TIP GUIDE CAT,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,246.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,246.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,246.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,224.00 
CATH VISTA BRITE TIP GUID,246.00 
VISTA BRITE TIP GUIDE CAT,246.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE TIP GUID,224.00 
CATH VISTA BRITE TIP GUID,224.00 
CATH VISTA BRITE GUIDE,200.00 
CATH VISTA BRITE GUIDE,200.00 
CATH VISTA BRITE TIP GUID,246.00 
CATH VISTA BRITE TIP GUID,200.00 
CATH VISTA BRITE GUIDE,246.00 
CATH VISTA BRITE GUIDE,224.00 
CATH SHERPA NX BALANCED 8,213.00 
CATH SHERPA NX BALANCED B,213.00 
CATH SHERPA NX BALANC 8FR,213.00 
CATH SHERPA GUIDE NX 6FR,213.00 
CATH SHERPA GUIDE NX JR40,192.00 
CATH BRITE TIP GUIDE 7FRX,200.00 
CATH BRITE TIP GUIDE 7FRX,200.00 
CATH BRITE TIP GUIDE 7FRX,200.00 
CATH BRITE TIP GUIDE 7FRX,200.00 
CATH BRITE TIP GUIDE 7FRX,200.00 
CATH BRITE TIP GUIDE 7FRX,200.00 
CATH BRITE TIP GUIDE 7FRX,200.00 
CATH BRITE TIP GUIDE 7FRX,200.00 
CATH BRITE TIP GUIDE 7FRX,246.00 
CATH BRITE TIP GUIDE 7FRX,200.00 
CATH BRITE TIP GUIDE 7FRX,200.00 
CATH BRITE TIP GUIDE 7FR,200.00 
CATH GUIDE ANGLED NONTAPE,211.00 
SHERPA GUIDE CATH 8FR EBU,213.00 
SHERPA GUIDE CATH 8FR MP1,213.00 
SHERPA GUIDE CATH 8FR MP1,213.00 
SHERPA GUIDE CATH 8FR EBU,213.00 
GUIDE CATH 8FR PK1 47CM,213.00 
GUIDE CATH 6FR PK1 47CM,213.00 
SHERPA NX GUIDE SR3.5SH,213.00 
SHERPA NX GUIDE CATH SL4.,213.00 
SHERPA GUIDE CATH .75SH,213.00 
SHERPA NX GUIDECATH 4.0SH,213.00 
SHERPA NX GUIDE CATH 6FR,192.00 
CATH AMPLATZ CORONARY GUI,200.00 
CATH AMPLATZ CORONARY RT,200.00 
CATH AMPLATZ CORONARY RT,200.00 
CATH AMPLATZ CORONARY RT,200.00 
GUIDE CATH 6FR JR4.0SH,213.00 
GUIDE CATH CORDIS 8FR JR4,200.00 
GUIDE CATH CORDIS 8FR JR3,200.00 
