Charge Identifier,CDM Description, 2019 Price ,,,
NDC61553017478,FENTANYL (PF) 10 MCG-ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SYRINGE, $192.75 ,,,
NDC61553051069,HYDROMORPHONE 30 MG-30 ML IN 0.9 % SOD. CHLORIDE PCA INTRAVENOUS SOLN, $138.04 ,,,
NDC61553065644,MORPHINE 150 MG-30 ML (5 MG-ML) IN 0.9 % SOD. CHLORIDE IV PCA SYRINGE, $31.78 ,,,
NDC61570003150,CORTISPORIN 1 % TOPICAL OINTMENT, $873.83 ,,,
NDC61703030916,VINCRISTINE 2 MG-2 ML INTRAVENOUS SOLUTION, $88.95 ,,,
NDC61703030925,VINCRISTINE 2 MG-2 ML INTRAVENOUS SOLUTION, $87.70 ,,,
NDC61703032618,PAMIDRONATE 90 MG-10 ML (9 MG-ML) INTRAVENOUS SOLUTION, $200.52 ,,,
NDC61703033956,CARBOPLATIN 10 MG-ML INTRAVENOUS SOLUTION, $93.85 ,,,
NDC61703036318,OXALIPLATIN 50 MG-10 ML (5 MG-ML) INTRAVENOUS SOLUTION, $9.16 ,,,
NDC61703036322,OXALIPLATIN 100 MG-20 ML INTRAVENOUS SOLUTION, $9.16 ,,,
NDC61938045606,INFASURF 35 MG-ML INTRATRACHEAL SUSPENSION," $10,147.08 ",,,
NDC61958040101,VIREAD 300 MG TABLET, $530.50 ,,,
NDC61958060101,EMTRIVA 200 MG CAPSULE, $265.97 ,,,
NDC61958070101,TRUVADA 200 MG-300 MG TABLET, $844.60 ,,,
NDC61958080101,LETAIRIS 5 MG TABLET," $4,597.24 ",,,
NDC61958080102,LETAIRIS 5 MG TABLET," $4,363.10 ",,,
NDC61958080105,LETAIRIS 5 MG TABLET," $4,463.47 ",,,
NDC61958080205,LETAIRIS 10 MG TABLET," $3,474.10 ",,,
NDC61958100101,RANEXA 500 MG TABLETEXTENDED RELEASE, $60.95 ,,,
NDC61958100301,RANEXA 500 MG TABLETEXTENDED RELEASE, $88.99 ,,,
NDC61958110101,COMPLERA 200 MG-25 MG-300 MG TABLET," $1,351.05 ",,,
NDC61958200201,DESCOVY 200 MG-25 MG TABLET, $844.60 ,,,
NDC62175010601,ISOSORBIDE MONONITRATE 10 MG TABLET, $7.00 ,,,
NDC62175011937,ISOSORBIDE MONONITRATE ER 60 MG TABLETEXTENDED RELEASE 24 HR, $7.00 ,,,
NDC62175032046,NIACIN ER 500 MG TABLETEXTENDED RELEASE 24 HR, $10.45 ,,,
NDC62175044215,POLYETHYLENE GLYCOL 3350 17 GRAM-DOSE ORAL POWDER, $40.15 ,,,
NDC62175049064,HYDROCODONE 10 MG-CHLORPHENIRAMINE 8 MG-5 ML ORAL SUSP EXTEND.REL 12HR, $56.57 ,,,
NDC62332002531,THEOPHYLLINE ER 300 MG TABLETEXTENDED RELEASE12 HR, $52.00 ,,,
NDC62332003031,ROPINIROLE 0.25 MG TABLET, $7.00 ,,,
NDC62332003231,ROPINIROLE 1 MG TABLET, $7.81 ,,,
NDC62332004590,VALSARTAN 80 MG TABLET, $26.08 ,,,
NDC62332006130,LEFLUNOMIDE 10 MG TABLET, $75.60 ,,,
NDC62332006230,LEFLUNOMIDE 20 MG TABLET, $75.60 ,,,
NDC62332013230,OLMESARTAN 20 MG TABLET, $7.00 ,,,
NDC62559044001,ERYTHROMYCIN ETHYLSUCCINATE 200 MG-5 ML ORAL POWDER FOR SUSPENSION, $479.78 ,,,
NDC62559049001,DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG TABLET, $13.10 ,,,
NDC62584014301,OXCARBAZEPINE 300 MG TABLET, $9.35 ,,,
NDC62584016311,DEMECLOCYCLINE 300 MG TABLET, $154.91 ,,,
NDC62584025901,METFORMIN 500 MG TABLET, $7.00 ,,,
NDC62584026501,METOPROLOL TARTRATE 25 MG TABLET, $7.00 ,,,
NDC62584026511,METOPROLOL TARTRATE 25 MG TABLET, $6.90 ,,,
NDC62584026601,METOPROLOL TARTRATE 50 MG TABLET, $7.00 ,,,
NDC62584026611,METOPROLOL TARTRATE 50 MG TABLET, $7.00 ,,,
NDC62584033201,METFORMIN 850 MG TABLET, $7.00 ,,,
NDC62584046701,ATENOLOL 50 MG TABLET, $7.00 ,,,
NDC62584046711,ATENOLOL 50 MG TABLET, $7.00 ,,,
NDC62584065701,CLONIDINE HCL 0.1 MG TABLET, $7.00 ,,,
NDC62584068301,DOCUSATE SODIUM 100 MG CAPSULE, $7.00 ,,,
NDC62584069311,DOXYCYCLINE HYCLATE 100 MG TABLET, $69.52 ,,,
NDC62584071311,ALLOPURINOL 300 MG TABLET, $11.15 ,,,
NDC62584073301,HYDRALAZINE 25 MG TABLET, $7.00 ,,,
NDC62584073311,HYDRALAZINE 25 MG TABLET, $7.00 ,,,
NDC62584074801,IBUPROFEN 800 MG TABLET, $0.25 ,,,
NDC62584089701,FOLIC ACID 1 MG TABLET, $7.00 ,,,
NDC62584089711,FOLIC ACID 1 MG TABLET, $7.00 ,,,
NDC62584098811,ALLOPURINOL 100 MG TABLET, $6.98 ,,,
NDC62756026002,ZONISAMIDE 100 MG CAPSULE, $7.99 ,,,
NDC62756051183,LETROZOLE 2.5 MG TABLET, $7.00 ,,,
NDC62756052288,SUMATRIPTAN 100 MG TABLET, $25.50 ,,,
NDC62756079688,DIVALPROEX 125 MG TABLETDELAYED RELEASE, $7.00 ,,,
NDC62856070510,SALAGEN (PILOCARPINE) 5 MG TABLET, $25.43 ,,,
NDC62856079701,ALOXI 0.25 MG-5 ML INTRAVENOUS SOLUTION, $616.73 ,,,
NDC63020004901,VELCADE 3.5 MG SOLUTION FOR INJECTION, $137.71 ,,,
NDC63304023901,CALCITRIOL 0.25 MCG CAPSULE, $14.49 ,,,
NDC63323001002,GENTAMICIN 40 MG-ML INJECTION SOLUTION, $42.54 ,,,
NDC63323001020,GENTAMICIN 40 MG-ML INJECTION SOLUTION, $28.79 ,,,
NDC63323001201,OXYTOCIN 10 UNIT-ML INJECTION SOLUTION, $25.00 ,,,
NDC63323001212,OXYTOCIN 10 UNIT-ML INJECTION SOLUTION, $11.68 ,,,
NDC63323001302,THIAMINE HCL (VITAMIN B1) 100 MG-ML INJECTION SOLUTION, $83.49 ,,,
NDC63323001309,THIAMINE HCL (VITAMIN B1) 100 MG-ML INJECTION SOLUTION, $57.99 ,,,
NDC63323002429,MANNITOL 25 % INTRAVENOUS SOLUTION, $38.60 ,,,
NDC63323004401,CYANOCOBALAMIN (VIT B-12) 1000 MCG-ML INJECTION SOLUTION, $121.77 ,,,
NDC63323006402,MAGNESIUM SULFATE 4 MEQ-ML (50 %) INJECTION SOLUTION, $11.11 ,,,
NDC63323006409,MAGNESIUM SULFATE 4 MEQ-ML (50 %) INJECTION SOLUTION, $9.19 ,,,
NDC63323006410,MAGNESIUM SULFATE 4 MEQ-ML (50 %) INJECTION SOLUTION, $2.90 ,,,
NDC63323008950,SODIUM BICARBONATE 1 MEQ-ML (8.4 %) INTRAVENOUS SOLUTION, $23.97 ,,,
NDC63323010351,CISPLATIN 1 MG-ML INTRAVENOUS SOLUTION, $49.54 ,,,
NDC63323010405,ETOPOSIDE 20 MG-ML INTRAVENOUS SOLUTION, $20.47 ,,,
NDC63323010425,ETOPOSIDE 20 MG-ML INTRAVENOUS SOLUTION, $20.08 ,,,
NDC63323010605,MAGNESIUM SULFATE 2 GRAM-50 ML (4 %) IN WATER INTRAVENOUS PIGGYBACK, $67.33 ,,,
NDC63323011720,FLUOROURACIL 1 GRAM-20 ML INTRAVENOUS SOLUTION, $42.14 ,,,
NDC63323011759,FLUOROURACIL 2.5 GRAM-50 ML INTRAVENOUS SOLUTION, $37.58 ,,,
NDC63323011769,FLUOROURACIL 5 GRAM-100 ML INTRAVENOUS SOLUTION, $33.70 ,,,
NDC63323013011,DOXY-100 100 MG INTRAVENOUS SOLUTION, $405.40 ,,,
NDC63323013013,DOXY-100 100 MG INTRAVENOUS SOLUTION, $313.60 ,,,
NDC63323013940,SODIUM CHLORIDE 2.5 MEQ-ML INTRAVENOUS SOLUTION, $71.80 ,,,
NDC63323016201,KETOROLAC 30 MG-ML (1 ML) INJECTION SOLUTION, $41.93 ,,,
NDC63323016212,KETOROLAC 30 MG-ML (1 ML) INJECTION SOLUTION, $8.45 ,,,
NDC63323016501,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION, $9.23 ,,,
NDC63323016502,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION, $9.24 ,,,
NDC63323016503,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION, $4.43 ,,,
NDC63323016505,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION, $4.43 ,,,
NDC63323016530,DEXAMETHASONE 4 MG-ML INJECTION SOLUTION, $3.98 ,,,
NDC63323017005,SODIUM PHOSPHATE 3 MMOL-ML INTRAVENOUS SOLUTION, $219.98 ,,,
NDC63323017015,SODIUM PHOSPHATE 3 MMOL-ML INTRAVENOUS SOLUTION, $508.15 ,,,
NDC63323017260,CARBOPLATIN 10 MG-ML INTRAVENOUS SOLUTION, $138.86 ,,,
NDC63323017302,GENTAMICIN SULFATE (PEDIATRIC) (PF) 20 MG-2 ML INJECTION SOLUTION, $66.15 ,,,
NDC63323017395,GENTAMICIN SULFATE (PEDIATRIC) (PF) 20 MG-2 ML INJECTION SOLUTION, $28.90 ,,,
NDC63323018001,PYRIDOXINE (VITAMIN B6) 100 MG-ML INJECTION SOLUTION, $255.05 ,,,
NDC63323018410,FOLIC ACID 5 MG-ML INJECTION SOLUTION, $163.53 ,,,
NDC63323018610,SODIUM CHLORIDE 0.9 % INJECTION SOLUTION, $12.50 ,,,
NDC63323018620,SODIUM CHLORIDE 0.9 % INJECTION SOLUTION, $20.48 ,,,
NDC63323018730,SODIUM CHLORIDE 4 MEQ-ML INTRAVENOUS SOLUTION, $28.12 ,,,
NDC63323020110,LIDOCAINE 10 MG-ML (1 %) INJECTION SOLUTION, $21.56 ,,,
NDC63323020320,VANCOMYCIN 750 MG INTRAVENOUS SOLUTION, $79.70 ,,,
NDC63323022905,PROTAMINE 10 MG-ML INTRAVENOUS SOLUTION, $40.91 ,,,
NDC63323022915,PROTAMINE 10 MG-ML INTRAVENOUS SOLUTION, $27.48 ,,,
NDC63323023710,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION, $13.35 ,,,
NDC63323026201,HEPARIN (PORCINE) 5000 UNIT-ML INJECTION SOLUTION, $13.96 ,,,
NDC63323026255,HEPARIN (PORCINE) 5000 UNIT-ML INJECTION SOLUTION, $4.54 ,,,
NDC63323026530,METHYLPREDNISOLONE SODIUM SUCCINATE 1000 MG INTRAVENOUS SOLUTION, $70.93 ,,,
NDC63323026929,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION, $5.04 ,,,
NDC63323026950,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION, $5.04 ,,,
NDC63323026957,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION, $2.04 ,,,
NDC63323026965,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION, $5.03 ,,,
NDC63323026967,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION, $2.02 ,,,
NDC63323026969,DIPRIVAN 10 MG-ML INTRAVENOUS EMULSION, $2.12 ,,,
NDC63323027026,PROPOFOL 10 MG-ML INTRAVENOUS EMULSION, $1.40 ,,,
NDC63323027057,PROPOFOL 10 MG-ML INTRAVENOUS EMULSION, $1.40 ,,,
NDC63323028003,FUROSEMIDE 10 MG-ML INJECTION SOLUTION, $104.30 ,,,
NDC63323028513,NAROPIN (PF) 2 MG-ML (0.2 %) INJECTION SOLUTION, $4.06 ,,,
NDC63323028523,NAROPIN (PF) 2 MG-ML (0.2 %) INJECTION SOLUTION, $4.06 ,,,
NDC63323028561,NAROPIN (PF) 2 MG-ML (0.2 %) INJECTION SOLUTION, $2.66 ,,,
NDC63323028564,NAROPIN (PF) 2 MG-ML (0.2 %) INJECTION SOLUTION, $2.81 ,,,
NDC63323028620,NAROPIN (PF) 5 MG-ML (0.5 %) INJECTION SOLUTION, $2.43 ,,,
NDC63323028623,NAROPIN (PF) 5 MG-ML (0.5 %) INJECTION SOLUTION, $2.10 ,,,
NDC63323028631,NAROPIN (PF) 5 MG-ML (0.5 %) INJECTION SOLUTION, $2.43 ,,,
NDC63323029280,ASTRAMORPH-PF 1 MG-ML INJECTION SOLUTION, $779.82 ,,,
NDC63323030355,TOBRAMYCIN 1.2 GRAM SOLUTION FOR INJECTION, $71.47 ,,,
NDC63323030630,TOBRAMYCIN 40 MG-ML INJECTION SOLUTION, $22.36 ,,,
NDC63323031110,CALCIUM GLUCONATE 100 MG-ML (10 %) INTRAVENOUS SOLUTION, $68.26 ,,,
NDC63323031119,CALCIUM GLUCONATE 100 MG-ML (10 %) INTRAVENOUS SOLUTION, $117.80 ,,,
NDC63323031159,CALCIUM GLUCONATE 100 MG-ML (10 %) INTRAVENOUS SOLUTION, $33.51 ,,,
NDC63323031461,VANCOMYCIN 10 GRAM INTRAVENOUS SOLUTION, $148.63 ,,,
NDC63323031510,GANCICLOVIR SODIUM 500 MG INTRAVENOUS SOLUTION," $1,342.05 ",,,
NDC63323032225,IMIPENEM-CILASTATIN 500 MG INTRAVENOUS SOLUTION, $209.75 ,,,
NDC63323032293,IMIPENEM-CILASTATIN 500 MG INTRAVENOUS SOLUTION, $104.88 ,,,
NDC63323032620,CEFEPIME 1 GRAM SOLUTION FOR INJECTION, $48.67 ,,,
NDC63323034020,CEFEPIME 2 GRAM SOLUTION FOR INJECTION, $41.54 ,,,
NDC63323036001,CALCIUM GLUCONATE 100 MG-ML (10 %) INTRAVENOUS SOLUTION, $130.71 ,,,
NDC63323037119,DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION, $4.97 ,,,
NDC63323037701,OCTREOTIDE ACETATE 500 MCG-ML INJECTION SOLUTION, $41.69 ,,,
NDC63323037805,OCTREOTIDE ACETATE 200 MCG-ML INJECTION SOLUTION, $40.92 ,,,
NDC63323038510,CEFOTETAN 1 GRAM SOLUTION FOR INJECTION, $322.70 ,,,
NDC63323038620,CEFOTETAN 2 GRAM SOLUTION FOR INJECTION, $645.50 ,,,
NDC63323039810,AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION, $124.70 ,,,
NDC63323039812,AZITHROMYCIN 500 MG INTRAVENOUS SOLUTION, $50.35 ,,,
NDC63323040009,LEVETIRACETAM 500 MG-5 ML INTRAVENOUS SOLUTION, $5.38 ,,,
NDC63323040120,AZTREONAM 1 GRAM SOLUTION FOR INJECTION, $276.45 ,,,
NDC63323040126,AZTREONAM 1 GRAM SOLUTION FOR INJECTION, $228.38 ,,,
NDC63323040220,AZTREONAM 2 GRAM SOLUTION FOR INJECTION, $230.94 ,,,
NDC63323040230,AZTREONAM 2 GRAM SOLUTION FOR INJECTION, $188.44 ,,,
NDC63323040302,FOSPHENYTOIN 100 MG PE-2 ML INJECTION SOLUTION, $31.18 ,,,
NDC63323042605,ROCURONIUM 10 MG-ML INTRAVENOUS SOLUTION, $21.37 ,,,
NDC63323046217,SENSORCAINE-MPF-EPINEPHRINE 0.5 %-1:200000 INJECTION SOLUTION, $8.38 ,,,
NDC63323046237,SENSORCAINE-MPF-EPINEPHRINE 0.5 %-1:200000 INJECTION SOLUTION, $4.63 ,,,
NDC63323046637,SENSORCAINE-MPF 0.5 % (5 MG-ML) INJECTION SOLUTION, $3.52 ,,,
NDC63323047237,SENSORCAINE-MPF 0.75 % (7.5 MG-ML) INJECTION SOLUTION, $3.63 ,,,
NDC63323047401,HALOPERIDOL LACTATE 5 MG-ML INJECTION SOLUTION, $100.55 ,,,
NDC63323047727,NESACAINE-MPF 20 MG-ML (2 %) INJECTION SOLUTION, $357.75 ,,,
NDC63323047827,NESACAINE-MPF 30 MG-ML (3 %) INJECTION SOLUTION, $375.55 ,,,
NDC63323048227,XYLOCAINE WITH EPINEPHRINE 1 %-1:100000 INJECTION SOLUTION, $3.16 ,,,
NDC63323048627,XYLOCAINE 20 MG-ML (2 %) INJECTION SOLUTION, $37.44 ,,,
NDC63323048737,XYLOCAINE-MPF-EPINEPHRINE 1 %-1:200000 INJECTION SOLUTION, $5.76 ,,,
NDC63323048927,LIDOCAINE 20 MG-ML (2 %)-EPINEPHRINE 1:200000 INJECTION SOLUTION, $35.97 ,,,
NDC63323049157,XYLOCAINE-MPF 5 MG-ML (0.5 %) INJECTION SOLUTION, $211.45 ,,,
NDC63323049227,XYLOCAINE-MPF 10 MG-ML (1 %) INJECTION SOLUTION, $34.24 ,,,
NDC63323049237,XYLOCAINE-MPF 10 MG-ML (1 %) INJECTION SOLUTION, $172.15 ,,,
NDC63323049257,XYLOCAINE-MPF 10 MG-ML (1 %) INJECTION SOLUTION, $56.90 ,,,
NDC63323049507,XYLOCAINE-MPF 20 MG-ML (2 %) INJECTION SOLUTION, $47.84 ,,,
NDC63323050601,DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG-ML INJECTION SOLUTION, $8.81 ,,,
NDC63323050720,MEROPENEM 500 MG INTRAVENOUS SOLUTION, $33.56 ,,,
NDC63323050721,MEROPENEM 500 MG INTRAVENOUS SOLUTION, $20.14 ,,,
NDC63323050830,MEROPENEM 1 GRAM INTRAVENOUS SOLUTION, $33.56 ,,,
NDC63323050831,MEROPENEM 1 GRAM INTRAVENOUS SOLUTION, $20.14 ,,,
NDC63323051610,DEXAMETHASONE 10 MG-ML INJECTION SOLUTION, $1.82 ,,,
NDC63323054001,HEPARIN (PORCINE) 1000 UNIT-ML INJECTION SOLUTION, $24.51 ,,,
NDC63323054011,HEPARIN (PORCINE) 1000 UNIT-ML INJECTION SOLUTION, $12.09 ,,,
NDC63323054031,HEPARIN (PORCINE) 1000 UNIT-ML INJECTION SOLUTION, $3.57 ,,,
NDC63323054057,HEPARIN (PORCINE) 1000 UNIT-ML INJECTION SOLUTION, $4.45 ,,,
NDC63323054207,HEPARIN (PORCINE) 10000 UNIT-ML INJECTION SOLUTION, $7.91 ,,,
NDC63323054401,HEPARIN LOCK FLUSH (PORCINE) 10 UNIT-ML INTRAVENOUS SOLUTION, $21.34 ,,,
NDC63323054411,HEPARIN LOCK FLUSH (PORCINE) 10 UNIT-ML INTRAVENOUS SOLUTION, $12.50 ,,,
NDC63323054505,HEPARIN LOCK FLUSH (PORCINE) 100 UNIT-ML INTRAVENOUS SOLUTION, $0.68 ,,,
NDC63323056883,ENOXAPARIN 30 MG-0.3 ML SUBCUTANEOUS SYRINGE, $33.40 ,,,
NDC63323056887,ENOXAPARIN 40 MG-0.4 ML SUBCUTANEOUS SYRINGE, $33.31 ,,,
NDC63323056888,ENOXAPARIN 60 MG-0.6 ML SUBCUTANEOUS SYRINGE, $33.37 ,,,
NDC63323056894,ENOXAPARIN 30 MG-0.3 ML SUBCUTANEOUS SYRINGE, $16.85 ,,,
NDC63323056895,ENOXAPARIN 100 MG-ML SUBCUTANEOUS SYRINGE, $16.85 ,,,
NDC63323056896,ENOXAPARIN 40 MG-0.4 ML SUBCUTANEOUS SYRINGE, $16.83 ,,,
NDC63323056898,ENOXAPARIN 60 MG-0.6 ML SUBCUTANEOUS SYRINGE, $16.84 ,,,
NDC63323056899,ENOXAPARIN 80 MG-0.8 ML SUBCUTANEOUS SYRINGE, $16.84 ,,,
NDC63323056995,ENOXAPARIN 150 MG-ML SUBCUTANEOUS SYRINGE, $16.85 ,,,
NDC63323056999,ENOXAPARIN 120 MG-0.8 ML SUBCUTANEOUS SYRINGE, $16.85 ,,,
NDC63323059303,GLUCAGON HCL 1 MG SOLUTION FOR INJECTION," $2,352.40 ",,,
NDC63323059403,GLUCAGON HCL 1 MG SOLUTION FOR INJECTION," $2,235.15 ",,,
NDC63323059606,GLUCAGON HCL 1 MG SOLUTION FOR INJECTION," $2,168.51 ",,,
NDC63323059608,GLUCAGON HCL 1 MG SOLUTION FOR INJECTION," $2,235.15 ",,,
NDC63323059710,DEFEROXAMINE 500 MG SOLUTION FOR INJECTION, $181.65 ,,,
NDC63323061400,HYDRALAZINE 20 MG-ML INJECTION SOLUTION, $98.05 ,,,
NDC63323061455,HYDRALAZINE 20 MG-ML INJECTION SOLUTION, $73.70 ,,,
NDC63323061603,AMIODARONE 50 MG-ML INTRAVENOUS SOLUTION, $18.56 ,,,
NDC63323061609,AMIODARONE 50 MG-ML INTRAVENOUS SOLUTION, $12.00 ,,,
NDC63323064250,MAGNESIUM SULFATE 4 MEQ-ML (50 %) INJECTION SOLUTION, $5.05 ,,,
NDC63323064710,LEVOTHYROXINE 200 MCG INTRAVENOUS SOLUTION," $2,913.40 ",,,
NDC63323064907,LEVOTHYROXINE 100 MCG INTRAVENOUS SOLUTION," $1,456.70 ",,,
NDC63323064916,LEVOTHYROXINE 100 MCG INTRAVENOUS SOLUTION," $1,435.72 ",,,
NDC63323065102,ADENOSINE 3 MG-ML INTRAVENOUS SOLUTION, $28.26 ,,,
NDC63323065210,ESMOLOL 100 MG-10 ML (10 MG-ML) INTRAVENOUS SOLUTION, $30.10 ,,,
NDC63323065827,CHLOROTHIAZIDE SODIUM 500 MG INTRAVENOUS SOLUTION," $2,745.65 ",,,
NDC63323065909,INDOMETHACIN 1 MG INTRAVENOUS SOLUTION," $5,463.65 ",,,
NDC63323066005,METOPROLOL TARTRATE 5 MG-5 ML INTRAVENOUS SOLUTION, $3.76 ,,,
NDC63323066401,DIPHENHYDRAMINE 50 MG-ML INJECTION SOLUTION, $46.15 ,,,
NDC63323066501,TERBUTALINE 1 MG-ML SUBCUTANEOUS SOLUTION, $301.85 ,,,
NDC63323069404,ACETYLCYSTEINE 200 MG-ML (20 %) SOLUTION, $145.10 ,,,
NDC63323071050,LEUCOVORIN CALCIUM 200 MG SOLUTION FOR INJECTION, $85.18 ,,,
NDC63323071059,LEUCOVORIN CALCIUM 200 MG SOLUTION FOR INJECTION, $84.90 ,,,
NDC63323071313,LINEZOLID IN 5% DEXTROSE IN WATER 600 MG-300 ML INTRAVENOUS PIGGYBACK, $358.73 ,,,
NDC63323073912,FAMOTIDINE (PF) 20 MG-2 ML INTRAVENOUS SOLUTION, $7.57 ,,,
NDC63323076350,PACLITAXEL 6 MG-ML CONCENTRATEINTRAVENOUS, $7.18 ,,,
NDC63323087115,DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION, $11.89 ,,,
NDC63323088330,DOXORUBICIN 50 MG-25 ML INTRAVENOUS SOLUTION, $101.01 ,,,
NDC63323096010,TIGECYCLINE 50 MG INTRAVENOUS SOLUTION, $43.05 ,,,
NDC63323096520,POTASSIUM CHLORIDE 2 MEQ-ML INTRAVENOUS SOLUTION, $1.36 ,,,
NDC63402030401,LATUDA 40 MG TABLET, $559.25 ,,,
NDC63402030801,LATUDA 80 MG TABLET, $601.40 ,,,
NDC63459034804,BENDEKA 25 MG-ML INTRAVENOUS SOLUTION, $66.22 ,,,
NDC63736012002,NIX CREME RINSE 1 % TOPICAL LIQUID, $52.30 ,,,
NDC63739004610,CARBIDOPA 10 MG-LEVODOPA 100 MG TABLET, $7.00 ,,,
NDC63739007910,DILTIAZEM 30 MG TABLET, $7.00 ,,,
NDC63739008010,DILTIAZEM 60 MG TABLET, $7.00 ,,,
NDC63739012810,HYDROCHLOROTHIAZIDE 25 MG TABLET, $7.00 ,,,
NDC63739013401,IBUPROFEN 200 MG TABLET, $0.13 ,,,
NDC63739020110,PHENOBARBITAL 32.4 MG TABLET, $18.50 ,,,
NDC63739022510,SIMETHICONE 80 MG CHEWABLE TABLET, $7.00 ,,,
NDC63739023110,TEMAZEPAM 15 MG CAPSULE, $7.00 ,,,
NDC63739026310,CLONAZEPAM 0.5 MG TABLET, $6.94 ,,,
NDC63739026910,TAMOXIFEN 10 MG TABLET, $7.00 ,,,
NDC63739029101,CALCIUM CARBONATE 500 MG (1250 MG)-VITAMIN D3 200 UNIT TABLET, $7.00 ,,,
NDC63739035410,MAGNESIUM OXIDE 400 MG (241.3 MG MAGNESIUM) TABLET, $7.00 ,,,
NDC63739043401,ASPIRIN 81 MG CHEWABLE TABLET, $0.16 ,,,
NDC63739044001,ACETAMINOPHEN 325 MG TABLET, $0.13 ,,,
NDC63739046621,NALBUPHINE 20 MG-ML INJECTION SOLUTION, $38.95 ,,,
NDC63739047801,DOCUSATE SODIUM 100 MG CAPSULE, $7.00 ,,,
NDC63739051910,PREDNISONE 10 MG TABLET, $0.70 ,,,
NDC63739052201,ASPIRIN 81 MG TABLETDELAYED RELEASE, $0.25 ,,,
NDC63739052210,ASPIRIN 81 MG TABLETDELAYED RELEASE, $0.25 ,,,
NDC63739052301,ASPIRIN 325 MG TABLETDELAYED RELEASE, $0.25 ,,,
NDC63739058810,PREDNISONE 20 MG TABLET, $0.35 ,,,
NDC63739063110,AMLODIPINE 10 MG TABLET, $7.00 ,,,
NDC63824000850,MUCINEX 600 MG TABLET EXTENDED RELEASE, $7.00 ,,,
NDC63824005632,MUCINEX DM 30 MG-600 MG TABLETEXTENDED RELEASE 12 HR, $7.00 ,,,
NDC63824071316,CEPACOL SORE THROAT (BENZOCAINE-MENTHOL) 15 MG-3.6 MG LOZENGES, $0.25 ,,,
NDC63833038602,KCENTRA 500 UNIT (400-620 UNIT) INTRAVENOUS SOLUTION, $4.65 ,,,
NDC63833038702,KCENTRA 1000 UNIT (800-1240 UNIT) INTRAVENOUS SOLUTION, $4.65 ,,,
NDC63833039601,KCENTRA 500 UNIT (400-620 UNIT) INTRAVENOUS SOLUTION, $5.53 ,,,
NDC63833039701,KCENTRA 1000 UNIT (800-1240 UNIT) INTRAVENOUS SOLUTION, $5.13 ,,,
NDC64253033333,HEPARIN PORCINE (PF) 100 UNIT-ML INTRAVENOUS SYRINGE, $2.50 ,,,
NDC64253044422,HEPARIN PORCINE (PF) 1 UNIT-ML INTRAVENOUS SYRINGE, $15.15 ,,,
NDC64253044425,HEPARIN PORCINE (PF) 1 UNIT-ML INTRAVENOUS SYRINGE, $15.15 ,,,
NDC64281010006,PROVOCHOLINE 100 MG SOLUTION FOR INHALATION, $2.86 ,,,
NDC64380072306,CALCITRIOL 0.25 MCG CAPSULE, $14.33 ,,,
NDC64380075906,ACARBOSE 50 MG TABLET, $7.00 ,,,
NDC64597030160,NUEDEXTA 20 MG-10 MG CAPSULE, $179.50 ,,,
NDC64679078102,ENTACAPONE 200 MG TABLET, $47.85 ,,,
NDC64720015010,CYPROHEPTADINE 4 MG TABLET, $9.28 ,,,
NDC64764008060,AMITIZA 8 MCG CAPSULE, $86.87 ,,,
NDC64764011901,COLCRYS 0.6 MG TABLET, $99.82 ,,,
NDC64764011907,COLCRYS 0.6 MG TABLET, $101.88 ,,,
NDC64764024060,AMITIZA 24 MCG CAPSULE, $92.90 ,,,
NDC64764067730,ULORIC 80 MG TABLET, $161.50 ,,,
NDC64764073030,TRINTELLIX 10 MG TABLET, $190.55 ,,,
NDC64764080530,ROZEREM 8 MG TABLET, $190.40 ,,,
NDC64764091830,ULORIC 40 MG TABLET, $159.31 ,,,
NDC64980013401,DIPYRIDAMOLE 50 MG TABLET, $7.52 ,,,
NDC64980014612,FLORANEX 100 MILLION CELL ORAL GRANULES IN PACKET, $24.60 ,,,
NDC64980014698,FLORANEX 100 MILLION CELL ORAL GRANULES IN PACKET, $24.60 ,,,
NDC64980018001,FLUCYTOSINE 500 MG CAPSULE," $1,920.76 ",,,
NDC64980032005,TRIAMCINOLONE ACETONIDE 0.1 % DENTAL PASTE, $402.15 ,,,
NDC64980037303,ATOMOXETINE 10 MG CAPSULE, $109.36 ,,,
NDC64980051505,OFLOXACIN 0.3 % EYE DROPS, $322.17 ,,,
NDC65162003416,OMEGA-3 ACID ETHYL ESTERS 1 GRAM CAPSULE, $1.55 ,,,
