Charge Identifier,CDM Description, 2019 Price 
30647249,"HC CRYPTOSPORIDIUM ANTIGEN, IMMUNOASSAY", $40.00 
30650338,HC BILL RESP PCR 87633, $688.00 
30650351,HC ZIKA PCR, $518.00 
30660280,HC CULTURE BLOOD, $451.00 
30660295,HC BCID-FA, $264.00 
30660345,HC GASTROINTESTINAL PATHOGEN INF PL, $682.00 
30661340,HC OVA AND PARASITE, $954.00 
30661344,HC FOREIGN TRAVEL O AND P, $55.00 
30661345,HC O AND P DIRECT SMEAR W/ID, $20.00 
30661346,HC O AND P SMEAR COMPLEX STAIN, $36.00 
30665050,HC STREP PNEUMONIAE URINE ANTIGEN, $271.00 
30665055,HC STREP PNEUMONIAE CSF ANTIGEN, $271.00 
30665367,HC HIV AG/ABY, $316.00 
30665391,HC INFLUENZA A PCR, $323.00 
30665392,HC INFLUENZA B PCR, $90.00 
30665530,HC MYCOBACTERIUM TUBERCULOSIS BY PCR, $213.00 
30687631,HC Bill FLU/A/B/RSV, $765.00 
30722862,HC SPECIFIC GRAVITY URINE, $217.00 
31020160,HC ENZYME HISTOCHEMISTRY," $1,000.00 "
31020160,HC ENZYME HISTOCHEMISTRY - PATH, $554.00 
31020974,HC IMMUNOPEROX/SPEC EA AD SNG MUL AN, $231.00 
31021396,HC EPSTEIN-BARR VIRUS DNA PROBE, $322.00 
31022126,HC IMMUNOFLUOR ABY ADDL STAIN, $283.00 
31023375,HC COMPREHENSIVE CONSULT WITH REVIEW AND REPORT, $165.00 
31039718,HC IHC/SPEC EA ADD SNG ABY STAIN, $683.00 
31039719,HC IHC/SPEC EA MULTIPLEX ABY STAIN, $683.00 
31039719,HC IHC/SPEC EA MULTIPLEX ABY STAIN - PATH," $1,254.00 "
31039720,HC INSITU/SPEC EA ADD SNG PROBE, $219.00 
31039723,HC INSITU MANL/SPEC EA MULTIPLX PROB, $544.00 
31039726,HC INSITU HYBRIDIZATION EA PROBE, $369.00 
31048882,HC IGK REARRANGEMENT ABNORMAL CLONAL POPULATION, $298.00 
31068100,HC BONE MARROW BIOPSY - LAB," $1,086.00 "
31068180,HC DECALCIFY TISSUE, $414.00 
31068200,HC DECALCIFICATION BONE MARROW, $415.00 
31068220,HC ELECTRON MICROSCOPY," $2,074.00 "
31068450,HC PATH CONSULT INTRAOP 1 BLOCK, $703.00 
31068550,HC PATH CONSULT INTRAOP ADDL, $498.00 
31068600,HC TUMOR IMMUNOHISTOCHEM MANUAL EACH," $1,375.00 "
31068650,HC IMMUNOFLUORESCENT STUDY, $296.00 
31068750,HC IHC/SPEC 1ST ANTIBODY STAIN," $1,200.00 "
31068820,HC INSITU MANUAL/SPEC 1ST PROBE, $358.00 
31069120,HC PATH CONSULT INTRAOP CYTO EXAM, $703.00 
31069130,HC PATH CONSULT INTRAOP CYTO ADDL, $498.00 
31069250,HC ANALYSIS TUMOR," $1,189.00 "
31069700,HC SURGICAL PATH GROSS, $480.00 
31069750,HC SURGICAL PATH 2, $529.00 
31069800,HC SURGICAL PATH 3," $1,226.00 "
31069900,HC SURGICAL PATH 4," $1,372.00 "
31070000,HC SURGICAL PATH 5," $1,454.00 "
31070100,HC SURGICAL PATH 6," $1,508.00 "
31070350,HC STAIN MICROORGANISM, $490.00 
31070415,HC TUMOR IMMUNOHISTOCHEMISTRY," $1,555.00 "
31070420,HC SPECIAL STAINS W FS," $1,132.00 "
31070450,HC STAIN MISC, $554.00 
31083942,HC CSI MOPATH PROCEDURE LEVEL 4, $366.00 
31083943,HC CSI MICROSATELLITE INSTABILITY, $507.00 
31083944,HC BRAF, $277.00 
31083945,HC EGFR TESTING, $455.00 
31083946,HC KRAS GENE VARIANTS EXON 2, $413.00 
31083947,HC NRAS MI, $413.00 
31083948,HC MLH1 HYPERMETHYLATION ANALYSIS, $471.00 
31083949,HC MGMT PROMOTER METHYLATION, $418.00 
31095505,HC IMMUNOFLUOR ABY 1ST STAIN/SPEC, $554.00 
31095536,HC CONSULT INCLUDING PREP OF SLIDES, $349.00 
31097032,HC TPMT GENE COM VARIANTS, $732.00 
31099547,HC MICRODISSECTION MANUAL, $146.00 
31099605,HC INSITU HYBRIDIZATION EA PROBE, $369.00 
31119809,HC CYTOPATH FNA EVAL ADDL, $256.00 
31130008,HC CHROMOSOME LIMITED STUDY, $184.00 
31130427,HC IGE EGG WHITE, $8.00 
31130428,HC IGE SOYBEAN, $8.00 
31130429,HC IGE MILK, $8.00 
31130431,HC IGE SHRIMP, $8.00 
31130432,HC IGE WALNUT FOOD, $8.00 
31130433,HC IGE WHEAT, $8.00 
31130434,HC IGE ALMOND, $8.00 
31130436,HC IGE PECAN NUT, $8.00 
31130437,HC IGE CASHEW NUT, $8.00 
31131141,HC KARYOTYPE AMNIOTIC FLUID," $1,315.00 "
31131143,HC ADD KARYOTYPE, $434.00 
31131145,"HC CHROMOSOME CULTURE, AMNIOTIC FLD", $627.00 
31131161,HC CHROMOSOME KARYOTYPE BLOOD," $1,295.00 "
31131165,"HC CHROMOSOME CULTURE, BLOOD", $627.00 
31131170,HC CHROMOSOME IN SITU, $551.00 
31131181,HC CHROMOSOME KARYOTYPE BONE MARROW," $2,154.00 "
31131185,"HC CHROMOSOME CULTURE, BONE MARROW", $422.00 
31131201,HC KARYOTYPE CVS," $1,784.00 "
31131205,"HC CHROMOSOME CULTURE, CVS", $692.00 
31131221,HC CHROMOSOME KARYOTYPE MISC," $2,421.00 "
31131222,HC BILL CHROM ANALYSIS; ADDITIONAL CELL COUNTS, $199.00 
31131225,"HC CHROMOSOME CULTURE, MISC"," $1,021.00 "
31131985,HC DNA PROBE CYTOGENETICS, $432.00 
31132890,HC INTERPHASE 100-300 CELLS, $839.00 
31132890,HC INTERPHASE 100-300 CELLS - PATH, $808.00 
31133015,HC CYTOGENETICS DNA PROBE, $95.00 
31133030,HC INSIGHT ANALYSIS, $86.00 
31133773,HC FLOW CYTOMETRY, $79.00 
31133775,HC FLOW CYTOMETRY ADDL MARKER, $25.00 
31140559,HC ALK FISH LUNG CELL COUNT, $452.00 
31140561,HC ALK FISH LUNG CELL ANALYZED, $740.00 
31140653,HC PDGFRB/TEL METHOD., $210.00 
31140654,HC PDGFRB/TEL RESULT., $342.00 
31140667,HC PNH, $45.00 
31147244,"HC FLOW CYTOMETRY, CELL CYCLE OR DNA ANALYSIS", $220.00 
31150545,HC LEUKEMIA MARKERS CPT 88184, $289.00 
31150550,HC LEUKEMIA MARKERS CPT 88185, $289.00 
31150551,HC LEUKEMIA MARKER CPT 88185, $289.00 
31150560,HC CD2, $289.00 
31150635,HC CD34 CELL COUNT, $213.00 
31171040,HC CYTOPATHOLOGY EVAL OF FNA, $256.00 
31171080,HC CYTOPATH EVAL FNA REPORT, $814.00 
31171250,"HC CYTOPATHOLOGY, FLUIDS, WASHINGS OR BRUSHINGS", $118.00 
31171300,HC CYTOLOGY W CONCENTRATION, $607.00 
31171320,HC CYTOPATHOLOGY ENHANCED TECH, $655.00 
31171330,HC CYTOPATH SMEAR INCLUDING PREP, $867.00 
31171350,HC CYTOPATH SMEAR OTHER SOURCE, $814.00 
31171400,HC CYTOPATH THIN PREP, $52.00 
31183439,HC CYTOPATHOLOGY ENHANCED TECHNIQUE, $655.00 
31195000,HC PAP AUTOMATED SCREEN, $64.00 
31195512,HC CYTOGENETICS DNA PROBE PATH, $322.00 
32000701,HC ANGIO ILIAC ARTERY W CATH," $2,528.00 "
32010005,HC DX ACUTE ABDOMEN SERIES W PA CXR," $1,163.00 "
32010030,HC DX ACROMIOCLAVICULAR BILAT, $686.00 
32010050,HC DX ANKLE MIN 3 VIEWS LEFT, $799.00 
32010053,HC DX ANKLE MIN 3 VIEWS RIGHT, $799.00 
32010055,HC DX ANKLE 2 VIEWS LEFT, $679.00 
32010057,HC DX ANKLE 2 VIEWS RIGHT, $679.00 
32010070,HC DX BONE AGE STUDIES, $364.00 
32010075,HC DX BONE LENGTH STUDIES, $505.00 
32010085,HC DX CALCANEUS HEEL MIN 2 V LEFT, $499.00 
32010086,HC DX CALCANEUS HEEL MIN 2 V BILAT, $674.00 
32010087,HC DX CALCANEUS HEEL MIN 2 V RIGHT, $499.00 
32010120,HC DX CHOLANGIOGRAPHY OPER," $1,894.00 "
32010125,HC DX CLAVICLE LEFT, $600.00 
32010126,HC DX CLAVICLE BILAT, $810.00 
32010127,HC DX CLAVICLE RIGHT, $600.00 
32010130,HC DX COLON AIR CONTRAST," $1,783.00 "
32010135,HC DX COLON BARIUM ENEMA," $1,533.00 "
32010155,HC DX ELBOW 2 VIEWS LEFT, $536.00 
32010156,HC DX ELBOW 2 VIEWS BILAT, $723.00 
32010157,HC DX ELBOW 2 VIEWS RIGHT, $536.00 
32010159,HC DX ELBOW MIN 3 VIEWS RIGHT, $627.00 
32010160,HC DX ELBOW MIN 3 VIEWS LEFT, $627.00 
32010161,HC DX ELBOW MIN 3 VIEWS BILAT, $775.00 
32010165,HC DX ERCP SUPERVISION AND FLUORO," $2,362.00 "
32010169,HC DX CLAVICLE INFANT BILAT, $600.00 
32010170,HC DX ESOPHAGUS, $794.00 
32010176,HC DX EYE OR EYES FOREIGN BODY, $717.00 
32010185,HC DX FACIAL BONES MIN 3 VIEWS, $717.00 
32010190,HC DX FACIAL BONES <3 VIEWS, $596.00 
32010200,HC DX FINGERS MIN 2 VIEWS LEFT, $472.00 
32010201,HC DX FINGERS MIN 2 VIEWS BILAT, $639.00 
32010202,HC DX FINGERS MIN 2 VIEWS RIGHT, $472.00 
32010205,HC DX FLUORO UP TO 1 HOUR," $1,059.00 "
32010206,HC DX FLUOR GUID SPINE EPID SUBARACH, $961.00 
32010211,HC DX FLUORO GUIDED NEEDLE PLACEMENT," $1,178.00 "
32010213,HC DX FLUORO GD CVD PLACE REPLAC REM, $879.00 
32010214,HC DX FOOT MIN 3 VIEWS RIGHT, $616.00 
32010215,HC DX FOOT MIN 3 VIEWS LEFT, $616.00 
32010216,HC DX FOOT MIN 3 VIEWS BILAT, $832.00 
32010220,HC DX FOOT 2 VIEWS LEFT, $544.00 
32010221,HC DX FOOT 2 VIEWS BILAT, $729.00 
32010222,HC DX FOOT 2 VIEWS RIGHT, $544.00 
32010225,HC DX FOREARM 2 VIEWS LEFT, $544.00 
32010226,HC DX FOREARM 2 VIEWS BILAT, $729.00 
32010227,HC DX FOREARM 2 VIEWS RIGHT, $544.00 
32010240,HC DX HAND MIN 3 VIEWS LEFT, $607.00 
32010242,HC DX HAND MIN 3 VIEWS RIGHT, $607.00 
32010245,HC DX HAND 2 VIEWS LEFT, $511.00 
32010246,HC DX HAND 2 VIEWS BILAT, $690.00 
32010247,HC DX HAND 2 VIEWS RIGHT, $511.00 
32010273,HC DX HUMERUS MIN 2 VIEW RIGHT, $686.00 
32010275,HC DX HUMERUS MIN 2 VIEW LEFT, $686.00 
32010295,HC DX IVP," $2,101.00 "
32010297,HC DX DOBHOFF PLACEMENT WITH FLUORO," $1,182.00 "
32010315,HC DX KNEE 3 VIEWS LEFT, $594.00 
32010316,HC DX KNEE 3 VIEWS RIGHT, $594.00 
32010317,HC DX KNEE 4 OR MORE VIEWS RIGHT, $974.00 
32010320,HC DX KNEE 4 OR MORE VIEWS LEFT, $974.00 
32010323,HC DX KNEE 1 OR 2 VIEWS RIGHT, $573.00 
32010324,HC DX KNEE 1 OR 2 VIEWS BILAT, $774.00 
32010325,HC DX KNEE 1 OR 2 VIEWS LEFT, $573.00 
32010329,HC DX KNEES 4 OR MORE VIEWS BILAT," $1,317.00 "
32010330,HC DX KNEES STANDING BILAT AP, $569.00 
32010333,HC DX HAND MIN 3 VIEWS EA BILAT, $818.00 
32010334,HC DX HUMERUS MIN 2 VIEW EA BILAT, $927.00 
32010340,HC DX LOWER EXT INFANT MIN 2 V LEFT, $310.00 
32010341,HC DX LOWER EXT INFANT MIN 2 V BILAT, $419.00 
32010342,HC DX LOWER EXT INFANT MIN 2 V RIGHT, $310.00 
32010360,HC DX MANDIBLE COMPLETE MIN 4 VIEWS, $643.00 
32010362,HC DX MANDIBLE <4 VIEWS, $683.00 
32010380,HC DX NASAL BONES MIN 3 VIEWS, $679.00 
32010385,HC DX NECK SOFT TISSUE, $465.00 
32010400,HC DX ORBITS MIN 4 VIEWS BILAT, $831.00 
32010405,HC DX PANOREX ORTHOPANTOGRAM, $857.00 
32010410,HC DX OSSEOUS SURVEY COMPLETE," $3,500.00 "
32010411,HC DX OSSEOUS SURVEY LIMITED, $675.00 
32010415,HC DX OSSEOUS SURVEY INFANT TO 1 YR, $522.00 
32010425,HC DX PELVIS ONE OR TWO VIEWS, $726.00 
32010430,HC DX PELVIS MIN 3 VIEWS, $940.00 
32010450,HC DX RIBS W CHEST MIN 4 VIEWS BILAT," $1,041.00 "
32010455,HC DX RIBS W CHEST MIN 3 VIEW LEFT," $1,084.00 "
32010456,HC DX RIBS W CHEST MIN 3 VIEW RIGHT," $1,084.00 "
32010460,HC DX SACROILIAC JOINTS <3 VIEWS, $549.00 
32010465,HC DX SACRUM COCCYX MIN 2 VIEWS, $669.00 
32010474,HC DX SCAPULA RIGHT, $669.00 
32010475,HC DX SCAPULA LEFT, $669.00 
32010477,HC DX SHOULDER 1 VIEW BILAT, $867.00 
32010479,HC DX SHOULDER 1 VIEW RIGHT, $643.00 
32010490,HC DX SHOULDER 1 VIEW LEFT, $643.00 
32010495,HC DX SHOULDER MIN 2 VIEW LEFT, $864.00 
32010497,HC DX SHOULDER MIN 2 VIEW RIGHT, $864.00 
32010500,HC DX SINUS <3 VIEWS, $722.00 
32010505,HC DX SINUS MIN 3 VIEWS, $755.00 
32010513,HC DX INJ ABSC OR FISTULA SINUS TRAC," $1,869.00 "
32010515,HC DX SKULL MIN 4 VIEWS, $881.00 
32010520,HC DX SKULL <4 VIEWS, $525.00 
32010530,HC DX SMALL BOWEL SERIES," $1,513.00 "
32010535,HC DX SPINE CERVICAL 2 OR 3 VIEWS, $725.00 
32010540,HC DX SPINE CERVICAL 6 OR MORE VIEWS," $1,654.00 "
32010545,HC DX SPINE CERVICAL 4 OR 5 VIEWS," $1,005.00 "
32010550,HC DX SPINE LUMBAR 2 OR 3 VIEWS, $773.00 
32010551,HC DX ANKLE MIN 3 VIEWS BILAT," $1,075.00 "
32010555,HC DX SPINE LUMBAR COMPL MIN 6 VIEWS," $1,277.00 "
32010556,HC DX ANKLE 2 VIEWS BILAT, $917.00 
32010560,HC DX SPINE LUMBAR MIN 4 VIEWS," $1,051.00 "
32010571,HC DX SPINE THORACIC MIN 4 VIEWS," $1,109.00 "
32010580,HC DX SPINE SINGLE VIEW, $478.00 
32010590,HC DX STERNUM MIN 2 VIEWS, $708.00 
32010595,HC DX SWALLOWING FUNCTION W VIDEO," $1,164.00 "
32010625,HC DX TIBIA AND FIBULA 2 V LEFT, $551.00 
32010626,HC DX TIBIA AND FIBULA 2 V BILAT, $746.00 
32010627,HC DX TIBIA AND FIBULA 2 V RIGHT, $551.00 
32010630,HC DX TOES MIN 2 VIEWS LEFT, $461.00 
32010631,HC DX TOES MIN 2 VIEWS BILAT, $571.00 
32010632,HC DX TOES MIN 2 VIEWS RIGHT, $461.00 
32010640,HC DX UPPER EXT INFANT MIN 2 V LEFT, $319.00 
32010641,HC DX UPPER EXT INFANT MIN 2 V BILAT, $419.00 
32010642,HC DX UPPER EXT INFANT MIN 2 V RIGHT, $319.00 
32010645,HC DX UGI AIR CONTRAST WO KUB," $1,058.00 "
32010646,HC DX UGI WO KUB," $1,143.00 "
32010650,HC DX UGI AIR CONTRAST W KUB," $1,608.00 "
32010655,HC DX UGI AIR CONTRAST W SMALL BOWEL," $2,017.00 "
32010657,HC DX UGI W SMALL BOWEL," $2,017.00 "
32010660,HC DX VCUG," $1,794.00 "
32010665,HC DX RETRO URETHROCYSTOGRAM IN RAD," $1,343.00 "
32010675,HC DX RETROGRADE UROGRAPHY IN OR," $1,638.00 "
32010685,HC DX WRIST 2 VIEWS LEFT, $491.00 
32010686,HC DX WRIST 2 VIEWS BILAT, $661.00 
32010687,HC DX WRIST 2 VIEWS RIGHT, $491.00 
32010690,HC DX WRIST MIN 3 VIEWS LEFT, $616.00 
32010692,HC DX WRIST MIN 3 VIEWS RIGHT, $616.00 
32010707,HC DX CINE TO COMPLIMENT ROUTNE EXAM, $613.00 
32011044,HC DX LOOPOGRAM ILEAL CONDUIT," $1,227.00 "
32011305,HC DX RIBS 2 VIEWS LEFT, $617.00 
32011306,HC DX RIBS 3 VIEWS BILAT, $950.00 
32011310,HC DX SACROILIAC JOINTS 3 OR >VIEWS, $661.00 
32011343,HC DX SPINE THORACIC 2 VIEW, $681.00 
32011345,HC DX SPINE THORACIC 3 VIEWS, $835.00 
32011360,HC DX TOMOGRAPHY 1 PROJ," $1,693.00 "
32011366,HC DX RIBS 2 VIEWS RIGHT, $617.00 
32011690,HC DX ANGIO EXTREMITY LEFT," $2,509.00 "
32011691,HC DX ANGIO EXTREMITY RIGHT," $2,509.00 "
32011700,HC DX SPINE SINGLE 1ST VIEW OR, $613.00 
32011701,HC DX SPINE SINGLE EA ADDL VIEW OR, $613.00 
32011902,HC DX SNIFF TEST FLUOROSCOPY ONLY," $1,059.00 "
32013267,HC DX CYSTOGRAPHY MIN 3 VIEWS," $1,310.00 "
32014525,HC DX KNEE 3 VIEWS EA BILAT, $801.00 
32014530,HC DX SHOULDER MIN 2 VIEW EA BILAT," $1,166.00 "
32014535,HC DX WRIST MIN 3 VIEWS EA BILAT, $832.00 
32014921,HC DX ANKLE 1 VIEW, $448.00 
32014922,HC DX ELBOW 1 VIEW, $354.00 
32014924,HC DX FINGERS 1 VIEW, $312.00 
32014926,HC DX FOREARM 1 VIEW, $357.00 
32014927,HC DX HAND 1 VIEW, $338.00 
32014928,HC DX HUMERUS 1 VIEW, $452.00 
32014929,HC DX TIBIA AND FIBULA 1 VIEW, $366.00 
32014931,HC DX TOES 1 VIEW, $304.00 
32014932,HC DX WRIST 1 VIEW, $323.00 
32015668,HC DX SPINE THORACOLUMBAR MIN 2V, $773.00 
32022723,HC DX FEMUR 1 VIEW LT, $266.00 
32022724,HC DX FEMUR 1 VIEW RT, $266.00 
32022889,HC DX HIP 1 VIEW INC PEL IF PERF LT, $266.00 
32022890,HC DX HIP 1 VIEW INC PEL IF PERF RT, $266.00 
32022891,HC DX HIP UNI 2 OR 3VIEWS INC PELV IF PERF LT, $266.00 
32022893,HC DX HIP UNI 2 OR 3VIEWS INC PELV IF PERF RT, $266.00 
32039152,HC X-RAY EXAM ABDOMEN 1 VIEW, $679.00 
32039153,HC X-RAY EXAM ABDOMEN 2 VIEWS, $954.00 
32039154,HC X-RAY EXAM ABDOMEN 3+ VIEWS, $454.00 
32040342,HC CT GUIDED DRAIN TUBE CHANGE," $1,965.00 "
32042497,HC DX FOOT 1 VIEW LT, $357.00 
32042742,HC DX FOOT 1 VIEW RT, $357.00 
32044753,HC LYMPHANGIOGRAM PELVIC/ABD; UNILAT," $3,899.00 "
32044758,HC LYMPHANGIOGRAM PELVIC/ABD; BILAT," $9,890.00 "
32060055,HC ABDOMINAL AORTA W RUNOFF 32060055," $7,303.00 "
32060080,HC SPC ANGIO ADRENAL LEFT," $2,843.00 "
32060081,HC SPC ANGIO ADRENAL RIGHT," $2,843.00 "
32060120,HC ANGIO EXTREMITY BILATERAL 32060120," $6,994.00 "
32060120,HC ANGIO EXTREMITY BILATERAL 32060120 - CV LAB," $7,122.00 "
32060126,HC ANGIO EXTREMITY LEFT 32060126," $5,507.00 "
32060126,HC ANGIO EXTREMITY LEFT 32060126 - CV LAB," $3,797.00 "
32060127,HC ANGIO EXTREMITY RIGHT 32060127," $5,507.00 "
32060127,HC ANGIO EXTREMITY RIGHT 32060127 - CV LAB," $3,797.00 "
32060130,HC ANGIO PELVIC INITIAL 32060130," $3,049.00 "
32060130,HC ANGIO PELVIC INITIAL 32060130 - CV LAB," $3,797.00 "
32060136,HC ANGIO PULMONARY BILATERAL 32060136," $7,992.00 "
32060146,HC ANGIO PULMONARY LEFT 32060146," $5,748.00 "
32060147,HC ANGIO PULMONARY RIGHT 32060147," $5,748.00 "
32060160,HC ANGIO SPINAL SELECT INITIAL 32060160," $4,157.00 "
32060170,HC ANGIO FU NON THROMB INITIAL 32060170," $2,163.00 "
32060176,HC ANGIO VISCER SELECT INITIAL 32060176," $4,853.00 "
32060176,HC ANGIO VISCER SELECT INITIAL 32060176 - CV LAB," $3,797.00 "
32060196,HC AORTOGRAPHY ABDOMEN 32060196," $4,485.00 "
32060196,HC AORTOGRAPHY ABDOMEN 32060196 - CV LAB," $3,797.00 "
32060206,HC AORTOGRAPHY THORACIC 32060206," $5,610.00 "
32060206,HC AORTOGRAPHY THORACIC 32060206 - CV LAB," $3,797.00 "
32060260,HC BILIARY DIL W OR WO STENT 32060260," $4,520.00 "
32060270,HC SPC BILIARY CATH ENDOSCOPIC," $2,759.00 "
32060341,HC CHANGE DRN TUBE W CONTR INJ 32060341," $1,965.00 "
32060355,HC CISTERNOGRAM PROC 32060355," $1,520.00 "
32060370,HC EA ADDL VESSEL ART 32060370," $2,824.00 "
32060425,HC FLUORO GUIDANCE NDLE PLACE 32060425," $1,897.00 "
32060430,HC FLUORO UP TO 1 HR 32060430, $965.00 
32060430,HC FLUORO UP TO 1 HR 32060430 - CV LAB," $1,299.00 "
32060455,HC HYSTEROSALPINGOGRAM 32060455," $1,533.00 "
32060625,HC URETER(S) OR URETHRA DILATION," $4,130.00 "
32060650,HC NEPHROSTOGRAM URO ANTEGRADE 32060650," $1,198.00 "
32060651,HC LOOPOGRAM PROC 32060651," $1,198.00 "
32060728,HC URETEROSTOMY INJ PROC 32060728," $1,198.00 "
32060794,HC CYSTOGRAPHY MIN 3 VIEWS 32060794," $1,310.00 "
32060865,HC SPC RENAL CYST ASP INJ PROC LEFT, $939.00 
32060866,HC SPC RENAL CYST ASP INJ PROC RIGHT, $939.00 
32060900,HC SIALOGRAPHY 32060900," $1,913.00 "
32060910,HC ABSCESS OR FISTULA SINUS TRAC 32060910," $1,144.00 "
32060925,HC SPLENOPORTOGRAPHY 32060925," $3,947.00 "
32060955,HC EMBOLIZATION INITIAL VESSEL 32060955," $2,955.00 "
32060955,HC EMBOLIZATION INITIAL VESSEL 32060955 - CV LAB," $4,958.00 "
32060970,HC BX TRANSCATH 32060970," $4,692.00 "
32061010,HC VENOGRAM EXTREMITY BILATERAL 32061010," $1,933.00 "
32061010,HC VENOGRAM EXTREMITY BILATERAL 32061010 - CV LAB," $1,817.00 "
32061015,HC VENOGRAM EXTREMITY LEFT 32061015," $1,759.00 "
32061015,HC VENOGRAM EXTREMITY LEFT 32061015 - CV LAB," $1,817.00 "
32061016,HC VENOGRAM EXTREMITY RIGHT 32061016," $1,759.00 "
32061016,HC VENOGRAM EXTREMITY RIGHT 32061016 - CV LAB," $1,817.00 "
32061021,HC VENOGRAM ORBITAL RIGHT 32061021," $2,565.00 "
32061025,HC VENOGRAM RENAL LEFT 32061025," $4,118.00 "
32061026,HC PR SPC VENOGRAM RENAL RIGHT 32061026," $4,118.00 "
32061035,HC VENOGRAM ADRENAL LEFT 32061035," $4,318.00 "
32061045,HC VENOGRAM HEPATIC WO PRES 32061045," $4,211.00 "
32061050,HC VENOGRAM HEPATIC W PRES 32061050," $5,249.00 "
32061056,HC VENOGRAM IVC 32061056," $7,087.00 "
32061056,HC VENOGRAM IVC 32061056 - CV LAB," $7,180.00 "
32061060,HC VENOGRAM JUGULAR SINUS LT 32061060," $4,584.00 "
32061061,HC VENOGRAM JUGULAR SINUS RT 32061061," $4,584.00 "
32061065,HC SPC VENOGRAM RENAL BILATERAL," $4,826.00 "
32061071,HC VENOGRAM SUPER SAGITAL SINUS 32061071," $4,352.00 "
32061072,HC VENOGRAM SVC 32061072," $5,917.00 "
32061075,HC VENOUS SAMPLE EACH 32061075," $4,157.00 "
32061095,HC SPC VENTRICULAR SHUNT CHECK PROC," $2,455.00 "
32063293,HC MECH REMOV PERICATH OBST PROC 32063293," $4,477.00 "
32064442,HC SPC EA ADDL VESSEL VEIN, $469.00 
32064536,HC PERC TRANSHEPATIC PORTOGRAM 32064536," $4,826.00 "
32065472,HC PORTOGRAPHY PERC TRANSCATH 32065472," $5,598.00 "
32065505,HC REPOSITION GI FEED TUBE PROC 32065505," $1,200.00 "
32065522,HC OCCLUSIVE DEVICE PLACEMENT 32065522, $325.00 
32065825,HC PERC ANTE PYELO PROC 32065825," $1,794.00 "
32065975,HC FLUOR GUID SPINE EPI SUBARACH 32065975, $725.00 
32066200,HC FLUORO GUIDE CVD INCL INJ 32066200, $945.00 
32067566,HC ABSCESS OR FIST SINUS TR ADDL 32067566," $1,144.00 "
32067567,HC ANGIO PELVIC ADDITIONAL VES 32067567," $3,049.00 "
32067568,HC ANGIO SPINAL SELECT ADDL 32067568," $1,008.00 "
32067569,HC ANGIO VISCER SELECT ADDL 32067569," $4,853.00 "
32067570,HC CHANGE DRN TUBE ADDL DRAIN 32067570," $1,965.00 "
32067573,HC ANGIO FU NON THROMB ADDL 32067573," $2,163.00 "
32067573,HC ANGIO FU NON THROMB ADDL 32067573 - CV LAB," $2,516.00 "
32067574,HC EMBOLIZATION ADDL VESSEL 32067574," $2,955.00 "
32067809,HC TUNN PLEURAL CTH PLACE GUIDANCE," $2,871.00 "
32069709,HC PERIT DIAL CATH CK / MANIP 32069709, $945.00 
32070051,HC MA LOC DEV PLC MAMMO GUIDE INIT," $3,114.00 "
32070070,HC MA DUCTOGRAM GALACTOGR SINGLE LT, $488.00 
32070073,HC MA DUCTOGRAM GALACTOGR SINGLE RT, $488.00 
32070088,HC IMAGING TAA SUBCL TO CELIAC," $4,187.00 "
32070090,HC IMAGING TAA PROXIMAL EXTENSION," $2,492.00 "
32070091,HC IMAGING TAA DISTAL EXTENSION," $2,492.00 "
32070919,HC HIP UNI MIN 4 VIEWS INC PELV IF PERF, $439.00 
32070920,HC DX HIP BILAT 2V INC PELV IF PERF, $439.00 
32070921,HC DX HIP BIL 3OR4V INC PELV IF PERF, $439.00 
32070922,HC DX HIP BIL MIN5V INC PELV IF PERF, $838.00 
32071526,HC SPC REMOVAL BILIARY DRG CATH," $2,106.00 "
32071527,HC SPC PERQ PLMT BILE DUCT STENT EX," $17,967.00 "
32071528,HC SPC PERQ PLMT STENT NEW WO BDC," $17,967.00 "
32071529,HC SPC PERQ PLMT STENT NEW W BDC," $17,967.00 "
32071531,HC SPC DILATE BILIARY DUCT AMPULLA," $4,749.00 "
32071532,HC SPC ENDOLUMINAL BX BILIARY TREE," $4,749.00 "
32071533,HC SPC NFROSGRM AND OR URTRGRM NEW LEFT," $2,289.00 "
32071534,HC SPC NFROSGRM AND OR URTRGRM EXS LEFT," $2,289.00 "
32072222,HC MA STEREO BREAST BX W VAC INITIAL," $5,622.00 "
32073531,HC DX XRAY EXAM ENTIRE SPI 1 VW, $266.00 
32073532,HC DX XRAY EXAM ENTIRE SPI 2 OR 3 VW, $439.00 
32073533,HC DX XRAY EXAM ENTIRE SPI 4 OR 5 VW, $838.00 
32073534,HC DX XRAY EXAM ENTIRE SPI MIN 6V, $838.00 
32074502,HC DX SPINE LUMBAR FLEX EXTENSION ONLY, $266.00 
32074704,HC SPC EVASC PRLNG ADMN RX AGNT ADD," $3,967.00 "
32075307,HC DX ABD ICN LATERAL ONLY, $266.00 
32079530,HC DX FEMUR MIN 2 VIEWS RIGHT, $266.00 
32079531,HC DX FEMUR MIN 2 VIEWS BILAT, $399.00 
32079532,HC DX FEMUR MIN 2 VIEWS LEFT, $266.00 
32080356,HC VASCULAR SCAN W CARDIOSCAN, $79.00 
32080360,HC VASCULAR SCAN WO CARDIOSCAN, $99.00 
32210992,HC DX ARTHROGRAM KNEE LEFT," $1,533.00 "
