Description,Charge
Sucrose 24% Oral Soln,$0.00
SUFentanil 50mcg/mL 2mL I,$72.70
SUFentanil 50mcg/mL 5mL I,$153.60
Sugammadex 100mg/mL Inj 2mL,$485.90
Sugammadex 100mg/mL Inj 5mL,$883.20
Sulfacetamide 10% 15mL Ophth Soln(Bleph-10),$411.20
Sulfacet-Predn 10mL Ophth Susp(Blephamide),"$2,248.40"
Sulfacet-Predn 3.5g Ophth Oint(Blephamide),$938.10
Sulfacet-Predn 5mL Ophth Soln(Vasocidin),$132.75
Sulfamethoxazole-Trimetho 800-160 mg/20mL L,$64.50
Sulfamethoxazole-Trimethoprim 400-80mg T,$10.00
Sulfamethoxazole-Trimethoprim 40-8/mL Oral L,$10.00
Sulfamethoxazole-Trimethoprim 80-16mg/mL Inj,$107.00
Sulfamethoxazole-Trimethoprim DS 800-160mg T,$10.00
Sulfanilamide 15% 120g VC(AVC),"$1,686.20"
sulfaSALAzine 500mg T(Azulfidine),$10.00
Sulfate,$0.00
Sulfatide Autoantibody,$358.00
Sulindac 200mg T(Clinoril),$10.00
SUMAtriptan 100mg T(Imitrex),$180.40
SUMAtriptan 20mg/spray NS,$539.95
SUMAtriptan 25mg T(Imitrex),$193.00
SUMAtriptan 5mg/spray  NS,$539.95
SUMAtriptan 6mg/0.5mL I(Imitrex),$408.20
Superior Venocavogram,"$16,176.00"
Supraclavicular Block,"$1,725.00"
Supravalvular Aortography,"$10,470.00"
Surfactant Administration,$180.00
Surg B M Clot,$339.00
Surg Bone Marrow Aspiration Intrp,$0.00
Surg Consult,$172.00
Surg Consult Comprehensive,"$1,975.00"
Surg Consult Slides W Prep,$309.00
Surg Decal,$58.00
Surg Dif,$244.00
Surg F S Additional Blk,$0.00
Surg Ihc First Antibody,$300.00
Surg Intraop Con,$0.00
Surg Level I,$108.00
Surg Level Ii,$178.00
Surg Level Iii,$245.00
Surg Level Iv,$339.00
Surg Level V,$491.00
Surg Level Vi,$655.00
Surg Stains Group I Micro,$172.00
Surg Stains Group Ii Other,$127.00
Surg Touch Prep,$541.00
Surg Transfusion Reaction,$344.00
Surgery Procedure Level 1,"$5,269.00"
Surgery Procedure Level 1 Add On,$803.00
Surgery Procedure Level 2,"$5,743.00"
Surgery Procedure Level 2 Add On,"$1,111.00"
Surgery Procedure Level 3,"$5,861.00"
Surgery Procedure Level 3 Add On,"$1,164.00"
Surgery Procedure Level 4,"$5,979.00"
Surgery Procedure Level 4 Add On,"$1,191.00"
Surgery Procedure Level 5,"$6,099.00"
Surgery Procedure Level 5 Add On,"$1,272.00"
Surgilube Top Gel,$0.00
Susceptibility Individual,$63.00
Svc Venogram,"$1,737.00"
Swan Gantz 8F Latex Free,$395.20
Swan Ganz Insertion,"$2,966.00"
Synovial Fluid Glucose,$68.00
Synthetic Cannabinoides Mhl,$62.00
Syphilis Antibody,$86.00
T Cell Gene Arrangement Csi,$427.00
T Cells Abs Cd4/Cd8 W/Ratio,$65.00
T Cells Absolute Cd4 Count,$120.00
T Cells Total Count,$52.00
T3 Free,$205.00
T3 Total,$144.00
T3 Uptake,$125.00
Tacrolimus 0.5 mg C(Prograf),$15.80
Tacrolimus 1 mg C(Prograf),$31.55
Tacrolimus 5mg/mL Inj,"$1,663.05"
Tacrolimus Level,$300.00
Tamoxifen 10mg T(Nolvadex),$13.40
Tamsulosin 0.4mg C(Flomax),$29.85
Tap Block,"$1,725.00"
Tapentadol 50mg Tab UD,$50.55
Taper,"$6,678.00"
Taper,"$5,764.50"
Taper,"$4,473.00"
Taper,"$3,588.55"
Taper,"$2,699.80"
Taper,"$2,048.00"
Taper,$585.00
Taper,"$1,980.80"
Tb Test Cell Ag Interf,$106.00
tbo-Filgrastim 300mcg/0.5mL Inj,"$1,104.40"
tbo-Filgrastim 480mcg/0.8mL Inj,"$1,638.30"
Temazepam 15mg C(Restoril),$25.00
Temazepam 30mg C(Restoril),$25.00
Temazepam 7.5mg C(Restoril),$37.85
Temozolomide 100 mg C(Temodar),"$1,641.80"
Temozolomide 20 mg C(Temodar),$440.95
Temozolomide 5mg C(Temodar),$96.30
Temp Pacer Lead,$427.50
Temp Pacing Electrode 5F,$578.25
Temsirolimus 25mg/2.5mL I(Torisel),"$8,254.05"
Tendon,"$9,225.00"
Tendon,"$8,100.00"
Tendon,"$18,562.50"
Tendon,"$8,570.70"
Tendon,"$4,646.25"
Tendon,"$5,439.00"
Tendon,"$4,079.25"
Tendon,"$11,325.00"
Tendon,"$6,692.00"
Tendon,"$7,470.00"
Tendon,"$8,850.00"
Tendon,"$3,962.00"
Tendon,"$5,974.50"
Tendon,"$8,226.00"
Tendon,"$6,373.50"
Tendon,"$7,980.00"
Tendon,"$8,877.00"
Tendon,"$5,575.50"
Tendon,"$9,774.00"
Tendon,"$5,078.50"
Tendon,"$4,130.00"
Tendon,"$6,125.00"
Tendon,"$4,777.50"
Tendon,"$8,085.00"
Tendon,"$8,454.00"
Tendon,"$4,637.50"
Tendon,"$8,400.00"
Tendon,"$10,425.00"
Tendon Achilles,"$9,015.00"
Tendon Protector 1Cm For 5X5Cm,$423.61
Tendon Sheath,"$5,467.00"
Tenecteplase 50mg Kit I,"$23,543.70"
Tenofovir 300mg T(Viread),$284.60
Terazosin 1mg C(Hytrin),$11.35
Terazosin 2mg C(Hytrin),$11.35
Terazosin 5mg C(Hytrin),$11.35
Terbinafine 250mg T(LamISIL),$92.55
Terbutaline 1mg/mL 1mL I(Brethine),$25.55
Terbutaline 2.5mg T(Brethine),$38.55
Terbutaline 5mg T(Brethine),$47.05
Testicular Implant,"$2,560.00"
Testicular Implant,"$7,980.00"
Testosterone 1% TG 2.5G UD,$82.65
Testosterone Cypionate 200mg/mL I,$227.75
Testosterone Free Adult Male,$120.00
Testosterone Total,$118.00
Tetanus Antibody,$123.00
Tetanus IG 250U I(Bay-Tet),"$1,694.40"
Tetanus/Diphth/Pertu (Tdap)Adult/Adol 0.5 mL I,$218.50
Tetracaine 0.5% 15mL Ophth Soln,$74.60
Tetracaine 0.5% 4mL Ophth Soln,$74.55
Tetracaine 1% 2mL I(Pontocaine),$231.90
Tetracycline 250mg C,$55.75
Tetrahydrozoline 0.05% 15mL Ophth Soln(Visin,$0.00
Thawing Fee,$226.00
Theophylline 400mg/24hr CR Tab,$10.00
Theophylline 5.34mg/mL Oral Soln,$25.10
Theophylline Level,$115.00
Therapist Abg Draw,$146.00
Thiamine 100 mg Tab (Vit B1),$0.00
Thiamine 200mg/2mL I(Vit B1),$66.15
Thiopurine Methyltransferase,$185.00
Thioridazine 25mg T(Mellaril),$10.00
Thoracentesis,"$2,049.00"
Thoracentesis With Tube,"$1,925.00"
Thoracic Gas Volume,$431.00
Thrombin 5000 IU TP,$516.00
"Thrombin Bovine 20,000IUTp Kit","$1,932.05"
"Thrombin Recombinant 20,000IU Tp Kit","$2,412.50"
Thrombin Time,$112.00
Thrombin Time,$25.00
Thyroglobulin Antibody,$127.00
Thyroglobulin Cia,$30.00
Thyroglobulin Lc Ms,$156.00
Thyroglobulin Lc Ms Ms,$87.00
Thyroid 120mg T,$10.90
Thyroid 30mg T,$10.00
Thyroid 65mg Tab,$10.00
Thyroid Peroxidase And Thryoglob,$60.00
Thyroid Peroxidase Antibodies,$127.00
Thyroid Stimulating Hormone,$164.00
Thyroid Stimulating Immunoglobuli,$126.00
Thyroplasty Implant ,"$1,912.00"
Thyrotropin alpha 1.1mg I,"$5,126.65"
Thyroxine Total,$108.00
tiaGABine 4 mg T(Gabitril),$47.40
Tibia Adapter,"$3,251.50"
Tibia All Poly D,"$9,750.00"
Tibia All Poly E,"$9,750.00"
Tibia All Poly H,"$9,750.00"
Tibia All Poly M,"$10,200.00"
Tibia All Poly M,"$6,300.00"
Tibia All Poly S,"$10,350.00"
Tibial Condylar,"$8,002.50"
Tibial Cone,"$16,500.00"
Tibial Cruciate,"$2,900.00"
Tibial Tray,"$9,120.00"
Tibial Tray,"$9,552.75"
Tibial Tray,"$13,025.70"
Tibial Tray,"$8,259.00"
Tibial Tray,"$22,530.00"
Tibial Tray,"$9,777.00"
Tibial Tray,"$6,562.50"
Tibial Tray,"$20,561.63"
Tibial Tray,"$8,973.00"
Ticagrelor 60mg Tab,$50.00
Ticagrelor 90mg T,$48.90
Tick Borne Disease Panel Pcr,$232.00
Tigecycline 50mg I(Tygaci,"$1,167.45"
Tightrope,"$3,867.50"
Tightrope,$778.50
Tightrope,"$1,216.00"
Tightrope,"$2,140.00"
Tightrope,"$4,375.00"
Tightrope,"$1,336.00"
Tightrope,"$4,077.50"
Tightrope,"$2,540.00"
Tightrope,"$3,220.00"
Tightrope,"$3,920.00"
Tightrope,"$6,692.00"
Tightrope,"$1,296.00"
Tightrope Extender,"$1,340.00"
Tilt Table,"$2,373.00"
Timolol 0.25%  Ophth Soln(Timoptic,$106.20
Timolol 0.5% 5mL Ophth Soln(Timoptic),$120.35
Tiotropium Kit (18 mcg Cap/Inh) (Spiriva),$614.60
Tissue,"$9,301.80"
Tissue,"$3,662.96"
Tissue,"$5,353.46"
Tissue Band Fixate,"$7,620.00"
Tissue Cult Lymphocyte,$255.00
Tissue Culture Bm Blood Csi,$129.00
Tissue Culture Lymphocyte Csi,$157.00
Tissue Expander,"$5,512.50"
Tissue Expander,"$4,742.50"
Tissue Expander,"$6,545.00"
Tissue Expander,"$9,150.00"
Tissue Graft Dural,"$3,222.24"
Tissue Graft Dural,"$1,635.32"
Tissue Grinding Charge,$55.00
Tissue Patch Collagen Repair 1,"$9,750.00"
Tissue Plasminogen Activator,$136.00
Tissue Transglutaminase Antibody,$127.00
Tissue Wedge,"$8,130.00"
Titin Antibody,$52.00
tiZANidine 2 mg T(Zanaflex),$10.00
tiZANidine 4 mg T(Zanaflex),$10.30
Tobra-Dex 3.5g Ophth Oint(Tobradex),"$1,490.30"
Tobra-Dex 5mL Ophth Susp(Tobradex),$819.90
Tobramycin 0.3% 3.5g Ophth Oint(Tobrex),"$1,637.05"
Tobramycin 0.3% 5mL Ophth Soln(Tobrex),$103.10
Tobramycin 1.2 g Powder Inj.,"$1,206.00"
Tobramycin 300 mg/5mL Neb Soln,$0.00
Tobramycin 80mg/2mL I,$50.00
Tobramycin Level,$118.00
Tocopherol 200 IU C(Vit E),$0.00
Tocopherol 400 IU C(Vit E),$0.00
Toe Implant,"$6,037.50"
Toe Implant,"$3,712.80"
Tolterodine 2mg ER C (Detrol LA),$56.85
Tolterodine 4mg ER C(Detrol LA),$56.90
Tolvaptan 15mg T (Samsca),"$2,531.65"
Topiramate 100 mg T(Topamax),$49.30
Topiramate 25 mg T(Topamax),$18.10
Topiramate 25mg Sprinkle C(Topamax),$20.70
Topiramate Level,$116.00
Topotecan 4mg/4mL Inj Soln,$987.00
Torsemide 20 mg T(Demadex),$10.00
Torsemide 50mg/5mL I,$59.95
Torsemide 5mg T,$10.00
Total Elbow N,"$25,750.00"
Total Elbow Xs Z,"$13,053.00"
Total Hip Active Artic Ceramic B,"$18,750.00"
Total Hip Active Artic Cocr B,"$18,000.00"
Total Hip Active Artic Lvl 2 H,"$18,500.00"
Total Hip Bio Ceramic Head Z,"$1,640.00"
Total Hip Cem Metal On Poly D,"$13,050.00"
Total Hip Cem Metal On Poly E,"$13,050.00"
Total Hip Cem Metal On Poly H,"$13,200.00"
Total Hip Cem Metal Poly Lvl 1 S,"$12,150.00"
Total Hip Cementd Metal On Poly M,"$13,050.00"
Total Hip Cemented Poly B,"$13,050.00"
Total Hip Ceramic E1 B,"$20,382.50"
Total Hip Ceramic On Cer E,"$18,000.00"
Total Hip Ceramic On Cer S,"$17,000.00"
Total Hip Ceramic On Poly E,"$16,500.00"
Total Hip Ceramic On Poly Lvl 1 B,"$16,000.00"
Total Hip Ceramic On Poly Lvl 1 H,"$15,875.00"
Total Hip Ceramic On Poly Lvl 2 D,"$15,750.00"
Total Hip Ceramic On Poly Lvl 2 H,"$16,625.00"
Total Hip Ceramic On Poly Lvl 2 M,"$16,500.00"
Total Hip Ceramic On Poly Lvl 2 Z,"$16,250.00"
Total Hip Ceramic On Poly M,"$16,500.00"
Total Hip Ceramic Poly E1 Lvl 1 B,"$17,632.50"
Total Hip Cocr E1 B,"$19,632.50"
Total Hip Metal On Metal Mag S,"$19,250.00"
Total Hip Metal On Poly High E,"$15,750.00"
Total Hip Metal On Poly High M,"$15,750.00"
Total Hip Metal On Poly Low E,"$14,250.00"
Total Hip Metal On Poly Lvl 1 B,"$15,250.00"
Total Hip Metal On Poly Lvl 1 D,"$14,250.00"
Total Hip Metal On Poly Lvl 1 M,"$14,250.00"
Total Hip Metal On Poly Lvl 1 S,"$14,250.00"
Total Hip Metal On Poly Lvl 1 Z,"$12,594.00"
Total Hip Metal On Poly Lvl 2 D,"$15,000.00"
Total Hip Metal On Poly Lvl 2 H,"$13,650.00"
Total Hip Metal On Poly Lvl 2 M,"$15,750.00"
Total Hip Metal On Poly Lvl 2 S,"$15,000.00"
Total Hip Metal On Poly Lvl 2 Z,"$15,347.50"
Total Hip Metal On Poly Lvl 3 H,"$15,500.00"
Total Hip Metal On Poly Lvl 3 S,"$17,000.00"
Total Hip Metal Poly Lvl 1 B,"$16,882.50"
Total Hip Uni Partial Lvl 2 S,"$10,200.00"
Total Knee Cement E1 Poly Lvl 2 B,"$15,000.00"
Total Knee Cement Pers Level 5 Z,"$15,207.50"
Total Knee Cemented C,"$16,000.00"
Total Knee Cemented High E,"$13,950.00"
Total Knee Cemented High M,"$13,950.00"
Total Knee Cemented Low E,"$12,750.00"
Total Knee Cemented Lvl 1 D,"$11,250.00"
Total Knee Cemented Lvl 1 H,"$11,250.00"
Total Knee Cemented Lvl 1 M,"$12,750.00"
Total Knee Cemented Lvl 1 S,"$11,250.00"
Total Knee Cemented Lvl 1 Z,"$11,250.00"
Total Knee Cemented Lvl 2 B,"$12,750.00"
Total Knee Cemented Lvl 2 D,"$12,750.00"
Total Knee Cemented Lvl 2 H,"$13,050.00"
Total Knee Cemented Lvl 2 M,"$13,650.00"
Total Knee Cemented Lvl 2 S,"$12,750.00"
Total Knee Cemented Lvl 2 Z,"$12,750.00"
Total Knee Cemented Lvl 3 B,"$18,250.00"
Total Knee Cemented Lvl 3 D,"$15,250.00"
Total Knee Cemented Lvl 3 H,"$14,700.00"
Total Knee Cemented Lvl 3 M,"$15,250.00"
Total Knee Cemented Lvl 3 S,"$15,495.00"
Total Knee Cemented Lvl 4 S,"$15,750.00"
Total Knee Cemented Mono Lvl 2 B,"$12,750.00"
Total Knee Cementless E,"$15,500.00"
Total Knee Cementless Lvl 1 D,"$15,500.00"
Total Knee Cementless Lvl 1 H,"$15,000.00"
Total Knee Cementless Lvl 2 H,"$16,000.00"
Total Knee Cementless Lvl 4 Z,"$15,500.00"
Total Knee Cementless M,"$15,500.00"
Total Knee Hybrid High E,"$14,550.00"
Total Knee Hybrid High M,"$14,550.00"
Total Knee Hybrid Low E,"$13,950.00"
Total Knee Hybrid Low S,"$12,750.00"
Total Knee Hybrid Lvl 2 D,"$12,750.00"
Total Knee Hybrid Lvl 2 Wo X3 H,"$13,950.00"
Total Knee Hybrid Lvl 3 D,"$13,650.00"
Total Knee Hybrid Lvl 3 With X3 H,"$15,250.00"
Total Knee Iduo Ipoly Conf,"$14,625.00"
Total Knee Pers Lvl 3 Z,"$14,499.00"
Total Knee Uni C,"$13,389.00"
Total Knee Uni High D,"$10,950.00"
Total Knee Uni Low E,"$9,750.00"
Total Knee Uni Low M,"$4,200.00"
Total Knee Uni Lvl 1 S,"$9,750.00"
Total Knee Unicondylar Lvl 2 S,"$10,950.00"
Total Knee Unicondylar Lvl 2 Z,"$12,150.00"
Total Knee Unicondylar Mb B,"$13,800.00"
Total Shoulder Cem Hemi Djo,"$15,250.00"
Total Volume For Clear,$0.00
Total Volume Timed Urine,$30.00
Touch Prep Addl Mawd,$0.00
Tox Dot,$120.00
Tox Non Dot,$100.00
Tox Non Dot Stat Nkc,$120.00
Toxicology Mro Services,$25.00
Toxicology Specimen Collection,$70.00
Toxocara Antibody By Elisa,$193.00
Toxoplasma Antibody,$65.00
Toxoplasma Antibody Igg,$65.00
Toxoplasma Gondii Pcr,$195.00
Toxoplasma Igg,$33.00
Toxoplasma Igm,$31.00
Trace Elements Inj - 4,$37.90
Trace Elements Neo inj,$39.90
Trace Elements w/ Selenium Inj 1mL,$50.00
Trach Tube Change,$188.00
traMADol 50mg T(Ultram),$25.00
Tranexamic Acid 1000mg/NS 40mL Syringe,$456.90
Tranexamic Acid 100mg/mL I 10mL,$289.30
Tranexamic Acid 650mg Tab,$36.90
Transconnector Spinal,"$7,657.02"
Transesophageal Echo Guidance,"$3,127.00"
Transesophageal Echo Intraop,"$3,127.00"
Transesophageal Echo W,"$3,127.00"
Transesophageal Echo Wo,"$3,127.00"
Transfer Obs To Ip,$0.00
Transferrin,$122.00
Transfusion Of Blood Products,"$1,294.00"
Transsphenoidal Sellar Implant,"$3,168.00"
Trastuzumab 150mg Inj,"$7,888.30"
Trauma Activation,"$4,853.00"
Trauma Alert,"$4,853.00"
Tray Kyphon,"$16,391.00"
TraZODone 100mg T(Desyrel),$10.00
traZODone 150mg T(Desyrel),$19.75
traZODone 50mg T(Desyrel),$10.00
Trb Gene Rearrangement Mayo,$497.00
Treadmill Bruce Thallium Stress,"$1,698.00"
Treatment Device Complex,"$1,186.00"
Treatment Device Intermediate,$800.00
Treatment Device Simple,$647.00
Treatment Of Hypothermia,"$2,696.00"
Treatment Stereo Body,"$4,314.00"
Treatment Stereo Brain,"$10,568.00"
Treponema Pallidum,$124.00
Tretinoin 10mg C(Vesanoid),$240.40
Trg Gene Rearragement Mayo,$497.00
Trial Tibial Tray,$765.00
Triamcinolone 0.025% TC 80g,$78.95
Triamcinolone 0.025% TO 15g,$44.05
Triamcinolone 0.025% TO 80g,$72.70
Triamcinolone 0.1% 5g Top Paste,$544.80
Triamcinolone 0.1% TC 15g,$41.30
Triamcinolone 0.1% TC 454g,$219.65
Triamcinolone 0.1% TC 80g,$103.00
Triamcinolone 0.1% TO 15g,$39.50
Triamcinolone 0.1% TO 454g,$287.05
Triamcinolone 0.1% TO 80g,$98.70
Triamcinolone 40mg/mL I,$57.80
Triamt 37.5/Hctz 25 T(Maxzide-25),$10.00
Triamt 75/Hctz 50 T(Maxzide),$10.00
Triazolam 0.25mg T(Halcion),$29.35
Trichrome Stain,$82.00
Tricyclic Antidepressant Detectio,$123.00
Trifluoperazine 1mg T,$10.00
Trifluoperazine 5mg T,$11.50
Trifluridine 1% 7.5mL Ophth Soln(Viroptic),$951.00
Triglycerides,$92.00
Trihexyphenidyl 2mg T(Artane),$10.00
Trim Of Nondys Nails,$188.00
Trimethobenzam 100mg/mL 2mL I(Tigan,$183.35
Trimethobenzamide 300 mg Cap,$14.75
Trimethoprim 100mg T,$10.00
Trimeth-Polymix 10mL Ophth Soln(Polytrim),$92.55
Tri-Vi-Flor W/Iron 0.25mg/mL,$358.40
Trochanteric Claw,"$3,832.50"
Tropicamide 1% 3mL Ophth Soln(Mydriacyl),$99.10
Troponin I,$154.00
Troponin Point Of Care,$154.00
Trospium 20mg T(Sanctura),$20.10
Tryptase,$121.00
Tsh Receptor,$119.00
Tube Myringotomy,$294.50
Tube Myringotomy,$116.66
Tube Myringotomy,$140.70
Tuberculin Inj,$49.80
Tubing COntinuous 2H8519 Non Dehp,$0.00
Tunneled Catheter,"$1,494.00"
Tunneler Sheath,$427.50
Typhus Antibody With Reflex,$116.00
Ua Specific Gravity Orderable,$0.00
Uibc,$104.00
Ulipristal 30mg T (ella),$297.30
Ulnar Assembly,"$13,053.00"
Ultrasound Guidance,$809.00
Unilat Extremity Upper Or Lower,"$5,392.00"
Upgrade Single Pm To Dual Pm,"$20,940.00"
Upper Endoscopy With Eus Fna Biop,"$4,098.00"
Upper Endoscopy With Ultrasound,"$3,235.00"
Urea Nitrogen Clear,$127.00
Urea Nitrogen Urine,$66.00
Uric Acid Blood,$105.00
Uric Acid Other Source,$125.00
Urinalysis Point Of Care Nc,$0.00
Urinalysis Without Micro,$44.00
Urinary Control Pump,"$19,227.50"
Urinary Control System,"$19,795.00"
Urine Drug Screen,$84.00
Urine Immunofixation,$244.60
Urine Microscopic Only,$51.00
Urine Osmolality,$104.00
Ursodiol 300mg C(Actigall),$52.05
valACYclovir 500 mg T(Valtrex),$51.15
valGANciclovir 450mg T(Valcyte),$552.20
Valproate Na 500mg I,$165.95
Valproic 50mg/1mL L(Depakene),$10.00
Valproic Acid 250 mg/5 mL Liq UD,$10.00
Valproic Acid 250mg C(Depakene),$10.00
Valproic Acid 500mg/10mL L UD,$10.00
Valproic Acid 750mg/15mL L UD,$112.50
Valproic Acid Level,$216.00
Valsartan 160 mg T(Diovan),$35.40
Valsartan 80 mg T(Diovan),$33.05
Valve,"$17,625.00"
Valve,"$14,396.40"
Valve,"$18,292.50"
Valve,"$16,659.35"
Valve,"$17,000.00"
Valve,$135.98
Valve,"$19,837.50"
Valve,"$3,310.44"
Valve,"$20,625.00"
Valve,"$8,181.00"
Valve,"$20,637.50"
Valve,"$15,950.00"
Valve,"$13,530.00"
Valve,"$17,210.00"
Valve,"$19,685.35"
Valve,"$17,585.30"
Valve,"$16,875.00"
Valve,"$16,156.98"
Valve,"$77,000.00"
Valve,"$16,870.00"
Valve,"$17,389.45"
Vancomycin 1 g /D5W 200mL P,$283.00
Vancomycin 125mg/2.5mL Oral Soln,$10.00
Vancomycin 1g Inj,$154.00
Vancomycin 250mg C(Vancocin),$429.95
Vancomycin 500mg I,$67.20
Vancomycin 5mg/mL IV NICU,$172.80
Vancomycin 750mg Inj,$93.00
Vancomycin Level,$200.00
Vancomycin Mdv Inj,$225.00
Vanillylmandelic Acid Urine 24 Hr,$124.00
Varenicline 0.5mg T(Chantix),$63.40
Varicella Virus Vaccine Live 0.5mL inj,$0.00
Varicella Zoster Ag,$59.00
Varicella Zoster By Pcr,$158.00
Varicella Zoster Virus Antibodies,$120.00
Varicella Zoster Virus By Pcr,$96.00
Varicella Zoster Virus Igg Antibd,$118.00
Vascular Patch,"$1,856.00"
Vascular Patch,$720.00
Vascular Patch,"$1,280.00"
Vasoactive Intestinal Polypept,$122.00
Vasopressin 100units/5mL- For IV Set,$222.20
Vasopressin 20unit/mL I,$667.10
Vdrl Csf,$125.00
Vecuronium 100mg/100mL - for IV Set Use,$38.30
Vecuronium 10mg/10mL I,$31.90
Vecuronium 1mg/mL 10mL Syringe,$118.25
Vedolizumab 300mg Inj,"$38,046.00"
Vena Cava Filter,"$5,075.00"
Venipuncture,$37.00
Venlafaxine 150mg XR C(Effexor XR),$36.00
Venlafaxine 25mg T(Effexor),$13.75
Venlafaxine 37.5 mg XR C(Effexor XR),$29.50
Venlafaxine 37.5mg T(Effexor),$14.15
Venlafaxine 75mg T(Effexor),$15.45
Venlafaxine 75mg XR C(Effexor XR),$33.05
Venography Extrem Unilat,"$3,235.00"
Venous Blood Gases,$241.00
Verapamil,$315.00
Verapamil 100 mg/24 hr ER C(Verelan PM),$13.90
Verapamil 120mg SR T(Isoptin SR,$10.00
Verapamil 120mg T(Isoptin),$10.00
Verapamil 180mg SR T(Isoptin SR),$10.20
Verapamil 2.5mg/mL 2mL I(Isoptin),$88.55
Verapamil 240mg Sr T(Isoptin SR),$11.60
Verapamil 40mg T(Isoptin),$10.00
Verapamil 80mg T(Isoptin),$10.00
Vertebral Unilatw Select,"$9,706.00"
Vgkc Ab Csf,$318.00
Vilazodone 20mg Tab,$58.45
vinBLAStine 1mg/mL Inj,$75.00
vinCRIStine 1mg/1mL Inj,$75.00
vinCRIStine 2mg/2mL Inj,$83.85
Vinorelbine 10mg Inj,$238.00
Vinorelbine 50mg Inj,$789.00
Viral Ab,$71.00
Viral Culture Csf,$319.00
Virus Inoculation Tissue,$46.00
Virus Inoculation Tissue Addl,$59.00
Virus Isol Shell Vial Each,$146.00
Visceral Renal Each Addtl Vessel,"$8,627.00"
Visceral Renal Initl Vessel,"$8,627.00"
Viscosity Serum,$118.00
Visual Evoked Potentials,"$1,078.00"
Vital Capacity Test,$178.00
"Vitamin A 10,000 units C",$0.00
Vitamin A Retinol,$121.00
Vitamin A&D 5g TO,$0.00
Vitamin B1 Thiamin Pyrophosph,$119.00
Vitamin B12,$151.00
Vitamin B2 Riboflavin,$130.00
Vitamin B6,$123.00
Vitamin C Ascorbic Acid Plasma,$129.00
Vitamin D 1 25 Dihydroxy,$131.00
Vitamin D 25 Hydroxy,$169.00
Vitamin E Tocopherol,$123.00
Vitamin K Serum,$131.00
Vivacit E Poly Liner Z,"$1,840.00"
Voice Prosthesis ,"$1,892.00"
Voltage-Gated Calcium Channel Ab,$252.00
Von Willebrand Factor Antigen,$62.00
Voriconazole 200 mg  Inj.,"$1,078.75"
Voriconazole 200mg T(VFEND),$220.75
Voriconazole 50mg T(VFEND),$88.95
Voriconazole Quant,$134.00
Vortioxetine 10mg Tab,$98.20
Warfarin 10mg T,$10.00
Warfarin 1mg Tab,$10.00
Warfarin 2.5mg Tab,$10.00
Warfarin 2mg Tab,$10.00
Warfarin 3mg Tab,$10.00
Warfarin 5mg Tab,$10.00
Warfarin 7.5mg Tab,$10.00
Washer,$199.61
Washer,"$3,196.00"
Washer,$228.38
Washer,$236.25
Washer,"$1,216.00"
Washer,$100.63
Washer,$847.26
Washer,$141.75
Washer,$944.69
Washer,$465.50
Washer,$318.25
Washer,$432.16
Washer,"$5,430.60"
Washer,$332.50
Washer,$427.50
Washer,$221.03
Washer,$217.35
Washer,$194.78
Washer,$198.98
Washer,$202.65
Washer,$407.55
Water 1000mL Irr - Bottle,$24.65
Water For Inj,$100.00
Water Miscible 120g TC(Eucerin),$0.00
Water Miscible 454g TO(Aquaphor/Hydrophor)),$0.00
Wbc Depletion,"$3,143.00"
Wedge,"$2,420.00"
Wedge,"$5,862.50"
Wedge,"$5,032.13"
Wedge,"$3,929.63"
Wedge,"$5,756.63"
Wedge,"$4,630.50"
Wedge,"$3,412.50"
Wedge,"$11,235.00"
Wedge,"$4,536.00"
Wedge,"$5,635.00"
Wedge,"$6,303.50"
Wedge,"$3,962.00"
Wedge,"$4,567.50"
Wedge,"$8,447.40"
Wedge,"$4,644.50"
Wedge,"$4,903.50"
Wedge,"$5,248.78"
Wedge,"$4,347.00"
Wedge,"$5,544.00"
Wedge,"$4,136.44"
Wedge,"$3,490.06"
Wedge,"$5,370.75"
Wedge,"$5,410.13"
Wedge,"$7,386.75"
Wedge,"$5,780.25"
Wedge,"$4,882.50"
Wedge,"$4,275.60"
Wedge,"$4,192.83"
Wedge,"$4,608.63"
Wedge,"$16,500.00"
Wedge,"$4,423.83"
Wedge,$275.60
Wedge,"$5,519.50"
Wedge,"$4,992.75"
West Nile Virus Ab Blood Igg,$55.00
West Nile Virus Ab Blood Igm,$65.00
West Nile Virus Ab Csf Igg Igm,$60.00
West Nile Virus Csf,$130.00
West Nile Virus Rna Rt Pcr Csf,$216.00
Wet Prep Saline,$83.00
White Blood Cell Count,$68.00
Wire,$365.47
Wire,"$1,870.00"
Wire,$688.50
Wire,$494.00
Wire,$954.00
Wire .35 X 260Cm Esl,$650.70
Wire Aes 300Cm Straight,$214.62
Wire Am Es 260 Curved,$139.81
Wire Am Ss J 0.035,"$1,340.00"
Wire Esa 260Cm,$156.19
Wire H2Os 260Cm,$236.25
Wire Ssa 260Cm,$289.75
Wire Va .014 X 335 Cm,$720.00
Wire Vwa,"$1,220.00"
Wireless Pulm Pressure Sensor,"$61,773.00"
X Stop,"$14,461.20"
Yersinia Antibody,$88.00
Yo Antibody Screen,$249.00
Zanamivir 5mg Pwd/Inh,$25.05
Zidovudine 100mg C(Retrovir),$14.30
Zidovudine 200 mg/20mL I(Retrovir),$275.70
Zidovudine 50mg/5mL L,$33.30
